"","EN","UA","COMM"
"5595","simple dislocation","неускладнений вивих",NA
"5596","simple fracture","закритий перелом",NA
"5597","skin","шкірний",NA
"5598","skin diseases","шкірні захворювання",NA
"5599","skin graft","шкіряний трансплантат",NA
"5600","skin grafting","пересадка шкіри",NA
"5601","skin plate","шкірна бляшка",NA
"5602","skin preparation","обробляння шкіри",NA
"5603","skin rash","шкірний висип","Anuvadak"
"5604","skin test","внутрішньошкірна проба",NA
"5605","skin-bound","хворий на склеродермію",NA
"5606","skin-graft","робити трансплантацію шкіри",NA
"5607","skin-graft","робити пересаджування шкіри",NA
"5608","skin-grafting","пересаджування шкіри",NA
"5609","skin-grafting","трансплантація шкіри",NA
"5610","skin-grafting apparatus","дерматом",NA
"5611","skin-grafting knife","дерматом",NA
"5612","skull","череп","Roksolana_Hrydnova"
"5613","skull","голова","Roksolana_Hrydnova"
"5614","skull cap","тюбетейка",NA
"5615","skull cap","ярмулка",NA
"5616","skull X-ray","краніографія",NA
"5617","sl. yellow Jack","жовта пропасниця",NA
"5618","slant agar","косий агар-агар",NA
"5619","slate","визнати безнадійним",NA
"5620","sloughing phagedena","гангрена від пролежня",NA
"5621","sloughing phagedena","госпітальна гангрена",NA
"5622","slow prolongated pulse","в'ялий пульс",NA
"5623","slow pulse","повільний пульс",NA
"5624","sludge","аглютинація червоних кров'яних тілець",NA
"5625","sluggish mentality","уповільнене мислення",NA
"5626","soft-tissue swelling","припухлість м'яких тканин",NA
"5627","softening","розм'якшення",NA
"5628","softening of stomach","гастромаляція",NA
"5629","softening of the brain","розм'якшення мозку",NA
"5630","soil sampler","пробовідбирач ґрунту",NA
"5631","solar plexitis","солярит",NA
"5632","soldering apparatus","паяльний апарат",NA
"5633","solid nail","литий штифт",NA
"5634","solitary","солітарний",NA
"5635","solitary (confinement) cell","одиночна камера",NA
"5636","solitary fracture","ізольований перелом",NA
"5637","solution","закінчення хвороби",NA
"5638","somatically preoccupied patient","соматично хворий","Yanamahan"
"5639","somatome","соматом",NA
"5640","somite","соматом",NA
"5641","somnolent coma","сомнолентна кома",NA
"5642","sonic phoresis","сонофорез",NA
"5643","sonography","ультрасонографія",NA
"5644","sonorous","стерторозний",NA
"5645","soot-cancer","епітеліома мошонки",NA
"5646","soot-cancer","рак сажотрусів",NA
"5647","soya-based milk","соєве молоко",NA
"5648","spa regimen","курортний режим",NA
"5649","space environmental quality control system","космічна система контролю якості навколишнього середовища",NA
"5650","space perception","сприйняття простору",NA
"5651","space radiation","космічна радіація",NA
"5652","space sickness","фізіологічні розлади в умовах космічного польоту",NA
"5653","spanaemia","малокрів'я",NA
"5654","spanaemia","анемія",NA
"5655","spasm","спазм",NA
"5656","spasm of ileocecal valve","баугіноспазм",NA
"5657","sphacelation","гангрена",NA
"5658","sphacelation","омертвіння",NA
"5659","sphacelation","некроз",NA
"5660","spherocytosis","сфероцитоз",NA
"5661","spheroidal articulation","артродія",NA
"5662","sphincteritis","сфінктерит",NA
"5663","sphygmic","пульсовий",NA
"5664","squarrose","укритий струпами",NA
"5665","squint","гетеротропія",NA
"5666","squirrel","психіатр",NA
"5667","St Anthony's fire","антонів вогонь",NA
"5668","St Anthony's fire","гангрена",NA
"5669","St John's evil","епілепсія",NA
"5670","St Vitus's dance","віттова хвороба",NA
"5671","St. Vitus dance","хорея",NA
"5672","stitch","накладати шви",NA
"5673","stitch","шов",NA
"5674","stitching","зшивання",NA
"5675","stitching","накладення швів",NA
"5676","stitching","зашивання",NA
"5677","stomach pain","біль у животі","Anuvadak"
"5678","stomach (gastric) ulcer","виразка шлунка",NA
"5679","stomatitis","стоматит",NA
"5680","styloiditis","стилоїдит",NA
"5681","styptic","кровоспинний засіб",NA
"5682","styptic","кровоспинний",NA
"5683","styptic cotton","гемостатична вата",NA
"5684","suppurative","гноєточивий",NA
"5685","suppurative","гноїстий",NA
"5686","suppurative","гнійливий",NA
"5687","suppurative complication","гнійне ускладнення",NA
"5688","suppurative hepatitis","гнійний гепатит",NA
"5689","suppurative inflammation","гнійне запалення",NA
"5690","suprarenal gland","надниркова залоза",NA
"5691","supratrochlear nerve","надблоковий нерв",NA
"5692","surdity","глухота",NA
"5693","surge current","ударний струм",NA
"5694","surgeon","оператор",NA
"5695","syphonage","сифонний дренаж",NA
"5696","syringe needle","голка шприца",NA
"5697","syringe-transmitted hepatitis","інокуляційний гепатит",NA
"5698","syringing","спринцювання",NA
"5699","temporary stopping","тимчасова пломба",NA
"5700","therapeutic exercises","лікувальна гімнастика",NA
"5701","therapy","метод лікування","Lviv_linguist"
"5702","therapy","препарат","Lviv_linguist"
"5703","therapy","лікувальний засіб","Lviv_linguist"
"5704","thermal bath","гаряча ванна",NA
"5705","thermo-cautery","термокаутер",NA
"5706","thermo-cautery","термокаустика",NA
"5707","tissue hormone","гістогормон",NA
"5708","tissue hypoxia","тканинна гіпоксія",NA
"5709","tissue rejection","реакція відторгнення пересадженої тканини",NA
"5710","tracer element","елемент-індикатор",NA
"5711","tracheitis","трахеїт",NA
"5712","trophopathic hepatitis","гепатоз",NA
"5713","UC","НВК","Yuriy Sokha"
"5714","UC","неспецифічний виразковий коліт","Yuriy Sokha"
"5715","ulcer","виразка",NA
"5716","ulcer","гнояк",NA
"5717","ulcerate","вкриватися виразками",NA
"5718","ulceration","укривання виразками",NA
"5719","uveal","увеальний",NA
"5720","uveitis","увеїт",NA
"5721","uveoparotid fever","увеопаротит",NA
"5722","ventilation","ШВЛ","Lviv_linguist"
"5723","ventilatory support","ШВЛ","Lviv_linguist"
"5724","wall-eye","косоокість",NA
"5725","wandering kidney","блукаюча нирка",NA
"5726","war fever","висипний тиф",NA
"5727","war fever","«военний» тиф",NA
"5728","wind","кишкові гази",NA
"5729","wind","метеоризм",NA
"5730","windiness","метеоризм",NA
"5731","windiness","гази в кишечнику",NA
"5732","windpipe","трахея","Roksolana_Hrydnova"
"5733","anisakiasis","анізакіаз",NA
"5734","ankyloglossia","дислалія",NA
"5735","antipruritic","протикоростяний",NA
"5736","antipsoric","протикоростяний",NA
"5737","antipsychotic","антипсихотичний",NA
"5738","appreciation of pain","сприйняття болю",NA
"5739","aprosopia","апрозопія",NA
"5740","aptitude score","індекс розумових здібностей",NA
"5741","apyretic","безгарячковий",NA
"5742","apyrexy","відсутність гарячки",NA
"5743","aqueous dispersion","водна дисперсія",NA
"5744","aqueous dispersion","водоемульсійна фарба",NA
"5745","arachnidism","арахнідизм",NA
"5746","arachnoid membrane","оболонка головного мозку",NA
"5747","araneism","арахнідизм",NA
"5748","arborization","арборизація",NA
"5749","arborization heart block","арборизаційна блокада",NA
"5750","arctation","звуження",NA
"5751","arctation","арктація",NA
"5752","arcuation","згин",NA
"5753","arcuation","викривлення",NA
"5754","area forecast","місцевий прогноз",NA
"5755","arenation","пісочна ванна",NA
"5756","areola","кружок навколо бородавки",NA
"5757","areola","кружок навколо гноячка",NA
"5758","asthenia","астенія",NA
"5759","asthenia","слабість",NA
"5760","asthenia","безсилля",NA
"5761","asthenia","слабкість",NA
"5762","asthenic","астенічний",NA
"5763","asthenic","слабий",NA
"5764","asthenic","безсилий",NA
"5765","asthenical","астенічний",NA
"5766","asthenical","слабий",NA
"5767","asthenical","безсилий",NA
"5768","asthma","астма",NA
"5769","asthma","ядуха",NA
"5770","asthmatic","хворий на астму",NA
"5771","asthmatic","астматик",NA
"5772","asthmatic fit","ядуха",NA
"5773","astigmatic","астигматичний",NA
"5774","astigmatic lens","астигмат",NA
"5775","astigmatism","астигматизм",NA
"5776","astriction","запор",NA
"5777","astronomical day","астрономічна доба",NA
"5778","athlete's foot","грибкове захворювання ніг",NA
"5779","atonic","млявий",NA
"5780","atonic","атонічний",NA
"5781","atony","млявість",NA
"5782","atony","атонія",NA
"5783","atraumatic","атравматичний",NA
"5784","atrophy","атрофія органа",NA
"5785","atrophy","схуднення",NA
"5786","atrophy","атрофія",NA
"5787","attack","криз",NA
"5788","attack of disease","приступ хвороби",NA
"5789","attempt suicide","стрілятися",NA
"5790","attraction sphere","астросфера",NA
"5791","attraction sphere","астроцит",NA
"5792","attrition of skin","розтирання шкіри",NA
"5793","auditory agnosia","слухова агнозія",NA
"5794","auditory amnesia","слухова амнезія",NA
"5795","augmentation","підвищення",NA
"5796","augmentation","наростання",NA
"5797","augmentation mammoplasty","пластична операція по збільшенню молочних залоз","Yanamahan"
"5798","autism","аутизм",NA
"5799","auto-intoxication","самоотруєння",NA
"5800","auto-suggestion","самонавіяння",NA
"5801","bacilli-carrier","бацилоносій",NA
"5802","back pain","хребетний біль",NA
"5803","backset","рецидив",NA
"5804","backward curvature","лордоз",NA
"5805","bacony liver","ожиріння печінки",NA
"5806","bacterial plankton","бактеріопланктон",NA
"5807","bad breath","запах з рота",NA
"5808","bag valve mask","мішок Амбу","Anuvadak"
"5809","bag valve mask","мішок ручної легеневої реанімації","Anuvadak"
"5810","bag valve mask","мішок дихальний реанімаційний","Anuvadak"
"5811","bag valve mask","апарат дихальний ручний","Anuvadak"
"5812","balance billing","виставлення рахунків на оплату залишкового балансу","Anuvadak"
"5813","balantidial dysentery","балантидна дизентерія",NA
"5814","balantidial dysentery","інфузорна дизентерія",NA
"5815","balbuties","заїкання",NA
"5816","balbuties","заїкуватість",NA
"5817","balbuties","шепелявість",NA
"5818","ball of cotton","ватна кулька",NA
"5819","ball of thumb","тенар",NA
"5820","ball-valve thrombus","кулястий тромб",NA
"5821","balneum","ванна",NA
"5822","balneum","купання",NA
"5823","balsam of Peru","перуанський бальзам",NA
"5824","band","перев'язка",NA
"5825","band","бандаж",NA
"5826","bandage","перев'язка",NA
"5827","bandage","бандаж",NA
"5828","bandage","пов'язка на очі",NA
"5829","bandage a wound","накладати пов'язку на рану",NA
"5830","baritosis","баритоз",NA
"5831","bark","хінна кора",NA
"5832","bark","хіна",NA
"5833","barometer cistern","чашка барометра",NA
"5834","barothermal chamber","баротермокамера",NA
"5835","barque","хінна кора",NA
"5836","barque","хіна",NA
"5837","barrow","каталка",NA
"5838","baryphony","утруднена мова",NA
"5839","barytosis","баритоз",NA
"5840","basal body","блефаропласт",NA
"5841","basedowification","базедовіфікація",NA
"5842","basedowism","базедовізм",NA
"5843","basilar invagination","платибазія",NA
"5844","become lice-ridden","завошивіти",NA
"5845","bed patient","лежачий хворий",NA
"5846","bed-craddle","опікова палатка",NA
"5847","bed-pan","підкладне судно",NA
"5848","bed-wetting","нічне недержання сечі",NA
"5849","bedpan","підкладне судно",NA
"5850","bedpan","судно",NA
"5851","bedside chart","історія хвороби",NA
"5852","bedside note","історія хвороби",NA
"5853","bedsore","госпітальна гангрена",NA
"5854","before infarction","передінфарктний",NA
"5855","before-doctor examination","долікарський огляд",NA
"5856","bejel","баляш",NA
"5857","bejel","зухрія",NA
"5858","belt","бандаж",NA
"5859","belting","оперізувальний",NA
"5860","benign","у легкій формі",NA
"5861","benign","незагрозливий",NA
"5862","benign","доброякісний",NA
"5863","benign (innocent) tumor","доброякісна пухлина",NA
"5864","besetment","нав'язливий стан",NA
"5865","beta counting","бета-діагностика",NA
"5866","beta diagnostics","бета-діагностика",NA
"5867","biconcave lens","двовгнута лінза",NA
"5868","biconvex lens","двоопукла лінза",NA
"5869","bicuspid","премоляр",NA
"5870","bicuspid mitral","двостулковий клапан",NA
"5871","bicuspid valve","мітральний клапан",NA
"5872","bicycle ergometry","велоергометрія",NA
"5873","Bifidobacterium flora","біфідофлора",NA
"5874","bifidus factor","біфідофактор",NA
"5875","bifocal lens","двофокусна лінза",NA
"5876","bifurcated wave","двовершинний зубець",NA
"5877","big (great) toe","великий палець (на руці)",NA
"5878","big toe","великий палець (руки)",NA
"5879","bigeminal pulse","близнюковий пульс",NA
"5880","bilateral hernias","двостороння грижа",NA
"5881","bilateral injury","двостороннє пошкодження",NA
"5882","bilateral pneumonia","двостороння пневмонія",NA
"5883","bilateral pneumothorax","двосторонній пневмоторакс",NA
"5884","bile-stained","жовтяничний",NA
"5885","bile-stone","жовчний камінь",NA
"5886","biliary calculus","жовчний камінь",NA
"5887","birth hematoma","пологова гематома",NA
"5888","birth statistics","статистика народжень",NA
"5889","birth trauma","пологова травма",NA
"5890","birth-rate falling","падіння народжуваності",NA
"5891","biting pressure","оклюзивний тиск",NA
"5892","black cancer","меланома",NA
"5893","black death","чума",NA
"5894","black seed oil","олія чорного кмину","Yuriy Sokha"
"5895","blacking","мазь",NA
"5896","bladder stone","камінь сечового міхура",NA
"5897","blain","нарив",NA
"5898","blain","чиряк",NA
"5899","blain","пустула",NA
"5900","blanket slip","підодіяльник",NA
"5901","blanket suture","обвивний шов",NA
"5902","blastic transformation","бластотрансформація",NA
"5903","blastodermal","бластодермальний",NA
"5904","blastodermic","бластодермальний",NA
"5905","blastomerotomy","бластомеротомія",NA
"5906","blastoneuropore","бластонейропор",NA
"5907","blastopore","бластопор",NA
"5908","blastoporus","бластопор",NA
"5909","blastoporus NE","бластопор",NA
"5910","blastotomy","бластомеротомія",NA
"5911","blebs","пухирчатка",NA
"5912","bleeder","гемофілік",NA
"5913","bleeding coagulation disorder","порушення коагуляції, що супроводжується підвищеною кровотечею","VladStrannik"
"5914","blennorrhea","слизотеча",NA
"5915","blennorrhoea","слизотеча",NA
"5916","blepharoptosis","птоз",NA
"5917","blepharostat","блефаростат",NA
"5918","blepharostat","повікорозширювач",NA
"5919","blind deaf-mute","сліпоглухонімий",NA
"5920","blinding disease","онхоцеркоз",NA
"5921","blinding glare","сліпуче світло",NA
"5922","blindness","амавроз",NA
"5923","blindness with deafness","сліпоглухота",NA
"5924","blistering","утворення пухирів",NA
"5925","blue disease","синюха",NA
"5926","blues","гіпотимія",NA
"5927","blunt injury","тупа травма",NA
"5928","boat-shape abdomen","човноподібний живіт",NA
"5929","bodily disease","соматичне захворювання",NA
"5930","bodily fluids","тілесні рідини","Anuvadak"
"5931","body massage apparatus","масажний апарат",NA
"5932","body massager","масажер",NA
"5933","body section roentgenography","томографія",NA
"5934","Boeck's disease","саркоїдоз",NA
"5935","bog iron ore","бурий залізняк",NA
"5936","bog ore","бурий залізняк",NA
"5937","boil out","виварити",NA
"5938","boil out","виварювати",NA
"5939","bone cyst","остеоцистома",NA
"5940","bone marrow","кістковий мозок","Roksolana_Hrydnova"
"5941","bone marrow scintigraphy","мієлосцинтиграфія",NA
"5942","bone marrow transplantation","пересадка кісткового мозку","Lviv_linguist"
"5943","bone nail","кістковий штифт",NA
"5944","bone peg","кістковий штифт",NA
"5945","bronchocele","зоб",NA
"5946","bronze diabetes","бронзовий діабет",NA
"5947","bronze diabetes","гемомеланоз",NA
"5948","bronzed diabetes","бронзовий діабет",NA
"5949","bronzed diabetes","гемомеланоз",NA
"5950","bronzed skin","бронзова хвороба",NA
"5951","brow-ague","мігрень",NA
"5952","brucellar eruption","бруцеліди",NA
"5953","brucellosis","бруцельоз",NA
"5954","bruit","шум",NA
"5955","bubble fever","пухирчатка",NA
"5956","bubo","бубон",NA
"5957","bubo","бубун",NA
"5958","bubonic","бубонний",NA
"5959","bubonocele","пахова грижа",NA
"5960","bubonocele","бубоноцеле",NA
"5961","bubonulus","бубонула",NA
"5962","buccal nerve","щічний нерв",NA
"5963","bulbous nose","ніс картоплею",NA
"5964","bulimia","ненормально підвищений апетит",NA
"5965","canaliculus","каналець",NA
"5966","cancellous (bone) graft","губчастий трансплантат",NA
"5967","cancellous osteoma","губчаста остеома",NA
"5968","cancer","рак",NA
"5969","cancer","раковий",NA
"5970","cancer care facilities","онкологічна допомога",NA
"5971","cancer clinic","онкологічний стаціонар",NA
"5972","cancer serum","протиракова сироватка",NA
"5973","cancer specialist","онколог",NA
"5974","cancer surgeon","хірург-онколог",NA
"5975","canceration","розвиток ракової пухлини",NA
"5976","canceremia","карцинемія",NA
"5977","cancerous","раковий",NA
"5978","cancerous","злоякісний",NA
"5979","cancerous","шкідливий",NA
"5980","cancerous","вадливий",NA
"5981","cancerous","ракоподібний",NA
"5982","cancriform","ракоподібний",NA
"5983","cancroid","кенкроїд",NA
"5984","cancroid","рак шкіри",NA
"5985","cannabism","каннабізм",NA
"5986","cannulation","катетеризація",NA
"5987","capillaritis","капілярит",NA
"5988","carcinosis","карциноматоз",NA
"5989","cardiac","ліки для серця",NA
"5990","cardiac arrest","зупинка серця","Anuvadak"
"5991","cardiac arrest response","реанімаційні заходи при зупинці серця","SergiusT"
"5992","cardiac beat","скорочення серця",NA
"5993","cardiac dropsy","гідроперикард",NA
"5994","cardiac failure","серцева недостатність","Lviv_linguist"
"5995","cardiac massage","масаж серця",NA
"5996","cardiac neurosis","кардіоневроз",NA
"5997","cardiac reflex","кардіальний рефлекс",NA
"5998","cardiac standstill","асистолія",NA
"5999","cardialgy","печія",NA
"6000","cardiogram","кардіограма",NA
"6001","cardiologic al dispensary","кардіологічний диспансер",NA
"6002","cardiologist","кардіолог",NA
"6003","cardiology","кардіологія",NA
"6004","cardiology","вчення про серцеві хвороби",NA
"6005","cardiopathy","серцева хвороба",NA
"6006","cardioplegia solution","кардіоплегічний розчин","Yuriy Sokha"
"6007","cardiopulmonary bypass","серцево-легеневий шунт",NA
"6008","cardiopulmonary resuscitation","серцево-легенева реанімація","Anuvadak"
"6009","cardiovascular diseases","серцево-судинні захворювання","Anuvadak"
"6010","cardiovascular evaluation","обстеження серцево-судинної системи",NA
"6011","cardioversion","кардіоверсія",NA
"6012","carditis","кардит",NA
"6013","caries","карієс",NA
"6014","caries","костоїда",NA
"6015","caries","руйнування",NA
"6016","carinate abdomen","запалий живіт",NA
"6017","carinate abdomen","човноподібний живіт",NA
"6018","cariosity","каріозний процес",NA
"6019","carnification","затвердіння",NA
"6020","carnification","ущільнення",NA
"6021","carotinemia","каротинодермія",NA
"6022","carotinodermia","каротинодермія",NA
"6023","carpal tunnel syndrome","синдром зап'ястного каналу","Anuvadak"
"6024","carpule","карпула","Anuvadak"
"6025","carrier","бацилоносій",NA
"6026","case report","опис хворого",NA
"6027","caseous abscess","сирнистий абсцес",NA
"6028","caseous necrosis","казеозний некроз",NA
"6029","catarrhal croup","грипозний круп",NA
"6030","catarrhal gastritis","банальний гастрит",NA
"6031","catarrhal laryngitis","коровий круп",NA
"6032","catarrhal maxillary sinusitis","катаральний гайморит",NA
"6033","catathymia","кататимія",NA
"6034","catatonia","кататонія",NA
"6035","catatonic syndrome","кататонічний синдром",NA
"6036","catatony","кататонія",NA
"6037","catatrauma","кататравма",NA
"6038","caterpillar dermatitis","гусеничний дерматит",NA
"6039","catharsis","очищення шлунка",NA
"6040","catharsis","лікування проносним",NA
"6041","cathartic","проносне",NA
"6042","catheter","катетер",NA
"6043","catheter guide","напрямляч катетера",NA
"6044","catheterization","катетеризація",NA
"6045","catheterize","вводити катетер",NA
"6046","catheterize","катетеризувати",NA
"6047","catling","ампутаційний ніж",NA
"6048","catling","тонкий кетгут",NA
"6049","causative agent","етіологічний чинник",NA
"6050","causative agent","збудник хвороби",NA
"6051","cauterant","припікаючий засіб",NA
"6052","cauterization","припікання",NA
"6053","cauterize","припікати",NA
"6054","cauterize","припекти",NA
"6055","cautery","припікання",NA
"6056","cautery","припікальний засіб",NA
"6057","cautery","термокаутер",NA
"6058","cavern","каверна",NA
"6059","cavernoma","кавернома",NA
"6060","cavernous","печеристий",NA
"6061","cavernous","порожнинний",NA
"6062","cavernous","кавернозний",NA
"6063","cavernous hemangioma","кавернома",NA
"6064","cavitation","утворення каверн",NA
"6065","cavity","порожнина","Roksolana_Hrydnova"
"6066","cavity","каверна",NA
"6067","cavogram","кавограма",NA
"6068","cecal","цекальний",NA
"6069","celiac arteriography","целіакографія",NA
"6070","celiac disease","целіакія",NA
"6071","celiac rickets","кишкова остеопатія",NA
"6072","cephalopagus","краніопаг",NA
"6073","cephalotomy","розкриття черепа",NA
"6074","cephalotomy","розтинання черепа",NA
"6075","cephalotomy","краніотомія",NA
"6076","cerebellar hypotension","мозочкова гіпотензія",NA
"6077","cerebellopontine angle","мосто-мозочковий кут","Anuvadak"
"6078","cerebellum","мозочок","Anuvadak"
"6079","cerebral affection","ураження головного мозку",NA
"6080","cerebral angiography","ангіоцеребрографія",NA
"6081","cerebral blood flow","мозковий кровообіг",NA
"6082","cerebral circulation","мозковий кровообіг",NA
"6083","cerebral compression","здавлювання головного мозку",NA
"6084","cerebral crisis","інсульт",NA
"6085","cerebral death","мозкова смерть",NA
"6086","cerebral disease","захворювання мозку",NA
"6087","cerebral edema","набряк головного мозку",NA
"6088","cerebral haemorrhage","крововилив в мозок",NA
"6089","cerebral hemorrhage","геморагічний інсульт",NA
"6090","cerebral hemorrhage","крововилив в мозок",NA
"6091","cerebropathy","захворювання головного мозку",NA
"6092","cerebrospinal fluid","ліквор",NA
"6093","cerebrovascular events","порушення мозкового кровообігу","Lviv_linguist"
"6094","cervical canal of uterus","канал шийки матки",NA
"6095","cervical neuralgia","шийна невралгія",NA
"6096","cervical rib","додаткове ребро",NA
"6097","cervical vertebra","шийний хребець",NA
"6098","cessation of therapy","відміна лікування",NA
"6099","chafing","попрілість",NA
"6100","chalcosis","халькоз",NA
"6101","chalk-stone","тофус",NA
"6102","chalk-stone","подагричні потовщення на суглобах",NA
"6103","chalky","подагричний",NA
"6104","challenge","провокаційна проба",NA
"6105","chalybeate bath","залізиста ванна",NA
"6106","chamber","палата",NA
"6107","chamber-pot","судно",NA
"6108","chancre","шанкер",NA
"6109","chancroid","м'який шанкр",NA
"6110","chancroid","шанкроїд",NA
"6111","characteristic trait","характерний штрих",NA
"6112","Charcot–Marie–Tooth disease","хвороба Шарко-Марі-Тута","Spring_beauty"
"6113","cheesy pus","сирнистий гній",NA
"6114","chinic acid","хінна кислота",NA
"6115","Chlamidia psittaci pneumonia","орнітозна пневмонія",NA
"6116","chloroformization","хлороформування",NA
"6117","chlorosis","хлороз",NA
"6118","chlorosis","бліда неміч",NA
"6119","cholagogic","жовчогінний",NA
"6120","cholagogue","жовчогінний",NA
"6121","cholangiocellular carcinoma","холангіома",NA
"6122","cholecystitis","холецистит",NA
"6123","cholecystitis","запалення жовчного міхура",NA
"6124","cholecystography","холецистографія",NA
"6125","choleric person","холерик",NA
"6126","cholerine","холерина",NA
"6127","cholinergic receptor","холінорецептор",NA
"6128","chololith","жовчний камінь",NA
"6129","chondroblastoclastoma","хондробластома",NA
"6130","chondroblastoma","хондробластома",NA
"6131","chondrodermatitis","хондродерматит",NA
"6132","chondromatosis","хондроматоз",NA
"6133","chondromyoma","хондроміома",NA
"6134","chondropathy","хондропатія",NA
"6135","chordoma","хордома",NA
"6136","chordotomy","хордотомія",NA
"6137","chorea","хорея",NA
"6138","choreic syndrome","хореїчний синдром",NA
"6139","choriocarcinoma","плацентома",NA
"6140","chorion","ворсинчаста оболонка",NA
"6141","choroid vein","ворсинчаста вена",NA
"6142","choroidal","хоріоїдальний",NA
"6143","chromocenter","каріосома",NA
"6144","chromogenesis","утворення пігмента",NA
"6145","chromosome mapping","картування хромосоми",NA
"6146","chronaxia","хронаксія",NA
"6147","chronic invalid","хронік",NA
"6148","chronic obstructive pulmonary disease","хронічне обструктивне захворювання легень","Anuvadak"
"6149","chrysoderma","золотий дерматит",NA
"6150","chyle peritonitis","хілезний перитоніт",NA
"6151","chyluria","хілурія",NA
"6152","cicatrix","шрам",NA
"6153","cicatrix","рубець",NA
"6154","cicatrization","загоєння",NA
"6155","cicatrization","рубцювання",NA
"6156","cicatrize","гоїтися",NA
"6157","cicatrize","рубцюватися",NA
"6158","cicatrize","загоювати",NA
"6159","cicatrize","вкривати рубцями",NA
"6160","cicatrize","вкривати шрамами",NA
"6161","circumferential burn","циркулярний опік","Anuvadak"
"6162","circumfluence","обволікання",NA
"6163","circumfluence","поглинення",NA
"6164","circumfluence","захоплювання",NA
"6165","circumscribed bronchitis","локальний бронхіт",NA
"6166","circumscribed edema","ангіоневротичний набряк",NA
"6167","circus movement","манежний рух",NA
"6168","cirrhosis","цироз печінки",NA
"6169","cirrhosis","цироз",NA
"6170","cirsoid","варикозний",NA
"6171","clammy skin","липка шкіра",NA
"6172","clarified honey","медичний мед",NA
"6173","claustromania","клаустроманія",NA
"6174","claustrophilia","клаустрофілія",NA
"6175","claustrophobia","клаустрофобія",NA
"6176","clavus","кісткова мозоля",NA
"6177","claw-hand","кігтеподібна кисть",NA
"6178","cleft palate","вовча паща",NA
"6179","clement climate","м'який клімат",NA
"6180","climacterium virile","чоловічий клімакс",NA
"6181","clinic waiting room","почекальня в клініці","Brücke"
"6182","clinical acumen","клінічне чуття","SergiusT"
"6183","clinical constellation","сукупність клінічних симптомів",NA
"6184","clinical examination","диспансеризація",NA
"6185","clinical infection","маніфестна інфекція",NA
"6186","clinical picture","картина хвороби",NA
"6187","clinical progression","клінічний перебіг","Anuvadak"
"6188","clinical study","клінічне дослідження","Maxxicum"
"6189","clinical study","клінічне випробування","Maxxicum"
"6190","clinical thermometer","максимальний термометр",NA
"6191","clinicodiagnostic laboratory","клініко-діагностична лабораторія",NA
"6192","clinomania","клиноманія",NA
"6193","clip forceps","гемостатичний кліпс",NA
"6194","clipping","накладення скобок",NA
"6195","clogged arteries","закупорені артерії","Anuvadak"
"6196","cloned","клоновий",NA
"6197","clonogenic","клоногенний",NA
"6198","clopidogrel","клопідогрель","Lviv_linguist"
"6199","closed-chest (cardiac) massage","непрямий масаж серця",NA
"6200","clot","тромб",NA
"6201","cognitive impairment","когнітивний розлад","Lviv_linguist"
"6202","cohesion","спайка",NA
"6203","cohesive mass","клейка маса",NA
"6204","coition","коїтус",NA
"6205","coitus","коїтус",NA
"6206","cold cautery","кріохірургія",NA
"6207","cold rub-down","холодне обтирання",NA
"6208","cold sore","пропасниця на губах",NA
"6209","cold sore","герпес",NA
"6210","coli titer","колі-титр",NA
"6211","colibacillus","кишкова паличка",NA
"6212","colic","колька",NA
"6213","colic pains","коліки",NA
"6214","colitis","коліт",NA
"6215","colitis","запалення товстих кишок",NA
"6216","collagen repair patch","пластир для відновлення колагену","Yanamahan"
"6217","collapse","колапс",NA
"6218","collective psychotherapy","колективна психотерапія",NA
"6219","colliquative necrosis","вологий некроз",NA
"6220","computed tomography","комп'ютерна томографія","Anuvadak"
"6221","conchotome","конхотом",NA
"6222","concomitant disease","супутнє захворювання","Lviv_linguist"
"6223","concomitant disease","супутня патологія","Lviv_linguist"
"6224","concrete seborrhea","густа себорея",NA
"6225","concretion","конкремент",NA
"6226","concretion","камінь",NA
"6227","concretion","камінець",NA
"6228","concuss","викликати струс",NA
"6229","concussion","комоція",NA
"6230","conditions","захворювання","Roksolana_Hrydnova"
"6231","conditions","патологічні стани","Roksolana_Hrydnova"
"6232","cone biopsy","конізація шийки матки",NA
"6233","conference","консиліум",NA
"6234","confined","що хворіє на запор",NA
"6235","confluent","зливний",NA
"6236","confusion","сплутаність свідомості","Anuvadak"
"6237","congelation","відмороження",NA
"6238","congenital acromicria","монголізм",NA
"6239","contrast radiography of abscess cavity","абсцесографія",NA
"6240","contrast radiography of pharinx","фарингографія",NA
"6241","contrast sinogram","абсцесограма",NA
"6242","contrast sprays","шотландський душ",NA
"6243","contrast substance","контрастна речовина",NA
"6244","contrastimulant","заспокійливий засіб",NA
"6245","control of pain","ослаблення болю",NA
"6246","controversal result","сумнівний результат",NA
"6247","contusion","контузія",NA
"6248","contusion","забите місце",NA
"6249","convulsion","спазма",NA
"6250","convulsive","спазматичний",NA
"6251","Cooper's disease","кістозна мастопатія",NA
"6252","coordinate grid","координатна сітка",NA
"6253","coordination neurosis","координаторний невроз",NA
"6254","cophosis","цілковита глухота",NA
"6255","copophobia","копофобія",NA
"6256","coprostasis","копростаз",NA
"6257","coprostasis","обстипація",NA
"6258","counteropening","контрапертура",NA
"6259","counterpuncture","контрапертура",NA
"6260","countershock","кардіоверсія",NA
