"Medicine name";"EML section";"Formulations";"Indication";"ATC codes";"Combined with";"Status"
"niclosamide";"Intestinal anthelminthics";"Oral > Solid: 500 mg tablet (chewable)";"Hymenolepiasis";"P02DA01";;"Added"
"niclosamide";"Intestinal anthelminthics";"Oral > Solid: 500 mg tablet (chewable)";"Diphyllobothriasis";"P02DA01";;"Added"
"niclosamide";"Intestinal anthelminthics";"Oral > Solid: 500 mg tablet (chewable)";"Taeniasis due to Taenia saginata";"P02DA01";;"Added"
"niclosamide";"Intestinal anthelminthics";"Oral > Solid: 500 mg tablet (chewable)";"Taeniasis due to Taenia solium";"P02DA01";;"Added"
"nicotinamide";"Vitamins and minerals";"Oral > Solid: 50 mg";"Pellagra";"A11HA01";;"Added"
"nifedipine";"Antioxytocics (tocolytics)";"Oral > Solid: 10 mg (immediate-release)";"Preterm labour without delivery";"C08CA05";;"Added"
"nifedipine";"Antianginal medicines";"Oral > Solid: 10 mg";"Angina pectoris";"C08CA05";;"Removed"
"nifedipine";"Antihypertensive medicines";"Oral > Solid: 10 mg tablet; sustained-release formulations";"Essential hypertension";"C08CA05";;"Removed"
"nifurtimox";"Medicines for the treatment of 2nd stage African trypanosomiasis";"Oral > Solid > tablet: 120 mg (scored); 30 mg (scored)";"African trypanosomiasis";"P01CC01";;"Added"
"nifurtimox";"American trypanosomiasis";"Oral > Solid > tablet: 30 mg (scored); 120 mg (scored)";"Chagas disease";"P01CC01";;"Added"
"nilotinib";"Targeted therapies";"Oral > Solid: 150 mg capsule; 200 mg capsule";"Chronic myeloid leukaemia, not elsewhere classified";"L01EA03";;"Added"
"nilutamide";"Hormones and antihormones";;"Malignant neoplasms of prostate";;;"Added"
"nitrous oxide";"General anaesthetics and oxygen > Inhalational medicines";"Respiratory > Inhalation: ";"Anaesthetics and therapeutic gases";"N01AX13";;"Added"
"nivolumab";"Immunomodulators";"Parenteral > General injections > IV: 10 mg per  mL concentrate solution for infusion";"Other specified malignant neoplasms of bronchus or lung";"L01FF01";;"Removed"
"nivolumab";"Immunomodulators";"Parenteral > General injections > IV: 10 mg per  mL concentrate solution for infusion";"Melanoma of skin";"L01FF01";;"Added"
"norethisterone";"Oral hormonal contraceptives";"Oral > Solid: 350 µg";"Contact with health services for contraceptive management";"G03AC01";;"Removed"
"norethisterone";"Progestogens";"Oral > Solid: 5 mg
";"Excessive menstruation with irregular cycle";"G03DC02";;"Removed"
"norethisterone";"Progestogens";"Oral > Solid: 5 mg
";"Excessive menstruation with irregular cycle";;;"Added"
"norethisterone enantate";"Injectable hormonal contraceptives";"Parenteral > General injections > IM: 200 mg per  mL in 1 mL ampoule oily solution";"Contact with health services for reasons associated with reproduction";"G03AC01";;"Added"
"normal immunoglobulin";"Human immunoglobulins";"Parenteral > General injections > IV: 5% protein solution; 10% protein solution
Parenteral > General injections > IM: 16% protein solution
Parenteral > General injections > SC: 15% protein solution; 16% protein solution";"Primary immunodeficiencies";;;"Added"
"normal immunoglobulin";"Human immunoglobulins";"Parenteral > General injections > IV: 5% protein solution; 10% protein solution
Parenteral > General injections > IM: 16% protein solution
Parenteral > General injections > SC: 15% protein solution; 16% protein solution";"Mucocutaneous lymph node syndrome";;;"Added"
"normal immunoglobulin";"Human immunoglobulins";"Parenteral > General injections > IV: 5% protein solution; 10% protein solution
Parenteral > General injections > IM: 16% protein solution
Parenteral > General injections > SC: 15% protein solution; 16% protein solution";"Langerhans cell histiocytosis";"J06BA02";;"Added"
"nystatin";"Antifungal medicines";"Oral > Liquid: 100000 IU per  mL
Local > Topical > Other: 100000 IU pessary
Oral > Solid > dosage form: 500000 IU
Oral > Solid > lozenge: 100000 IU";"Candidosis";"A07AA02";;"Added"
"ocrelizumab";"Medicines for multiple sclerosis";"Parenteral > General injections > IV: 30 mg per  mL in 10 mL vial
Parenteral > General injections > IV: 30 mg per  mL in 10 vial concentrate for solution";"Relapsing-remitting multiple sclerosis";"L03AX13";;"Removed"
"ocrelizumab";"Medicines for multiple sclerosis";"Parenteral > General injections > IV: 30 mg per  mL in 10 mL vial
Parenteral > General injections > IV: 30 mg per  mL in 10 vial concentrate for solution";"Multiple sclerosis";"L04AA36";;"Removed"
"ofloxacin";"Antituberculosis medicines";"Oral > Solid: 200 mg; 400 mg";"Multi-drug resistant Mycobacterium tuberculosis";"J01MA01";;"Removed"
"ofloxacin";"Ear, nose and throat medicines [c]";;"Infectious diseases of external ear";;;"Added"
"ofloxacin";"Ophthalmological preparations > Anti-infective agents";"Local > Ophthalmological > Solution (eye drops): 0.3%";"Other specified conjunctivitis";"S01AE01";;"Added"
"ofloxacin";"Ophthalmological preparations > Anti-infective agents";"Local > Ophthalmological > Solution (eye drops): 0.3%";"Infectious keratitis";"S01AE01";;"Added"
"omadacycline";"Reserve group antibiotics";"Parenteral > General injections > IV: 100 mg lyophilized powder for injection
Oral > Solid: 300 mg";"Methicillin resistant Staphylococcus aureus";"J01AA15";;"Removed"
"ombitasvir + paritaprevir + ritonavir";"Medicines for hepatitis C > Non-pangenotypic direct-acting antiviral combinations";"Oral > Solid: 12.5 mg + 75 mg + 50 mg tablet";"Chronic hepatitis C";"J05AP53";;"Removed"
"omeprazole";"Antiulcer medicines";"Oral > Liquid: 20 mg powder for oral liquid; 40 mg powder for oral liquid
Oral > Solid: 10 mg; 20 mg; 40 mg
Parenteral > General injections > IV: 40 mg in vial";"Peptic ulcer, site unspecified";"A02BC01";;"Added"
"omeprazole";"Antiulcer medicines";"Oral > Liquid: 20 mg powder for oral liquid; 40 mg powder for oral liquid
Oral > Solid: 10 mg; 20 mg; 40 mg
Parenteral > General injections > IV: 40 mg in vial";"Gastro-oesophageal reflux disease";"A02BC01";;"Added"
"omeprazole";"Antiulcer medicines";"Oral > Liquid: 20 mg powder for oral liquid; 40 mg powder for oral liquid
Oral > Solid: 10 mg; 20 mg; 40 mg
Parenteral > General injections > IV: 40 mg in vial";"Gastrointestinal bleeding";"A02BC01";;"Added"
"ondansetron";"Medicines for other common symptoms in palliative care";"Parenteral > General injections > IV: 2 mg per  mL in 2 mL ampoule (ondansetron base, as hydrochloride)
Oral > Liquid: 4 mg per 5 mL (ondansetron base)
Oral > Solid: 4 mg (ondansetron base); 8 mg (ondansetron base)";"Palliative care";"A04AA01";;"Added"
"ondansetron";"Antiemetic medicines";"Parenteral > General injections > IV: 2 mg per  mL in 2 mL ampoule (ondansetron base, as hydrochloride)
Oral > Liquid: 4 mg per 5 mL (ondansetron base)
Oral > Solid: 4 mg (ondansetron base); 8 mg (ondansetron base); 24 mg (ondansetron base)";"Nausea or vomiting";"A04AA01";;"Added"
"oral rehydration salts";"Oral rehydration";"Powder for dilution in 200 mL, 500 mL, 1 L:

- glucose 75 mEq
- sodium 75 mEq or mmol/L
- chloride 65 mEq or mmol/L
- potassium 20 mEq or mmol/L
- citrate 10 mmol/L
- osmolarity 245 mOsm/L
- glucose 13.5 g/L
- sodium chloride 2.6 g/L
- potassium chloride 1.5 g/L
- trisodium citrate dihydrate 2.9 g/L";"Diarrhoea";"A07CA";;"Added"
"oral rehydration salts";"Solutions correcting water, electrolyte and acid-base disturbances > Oral";"Powder for dilution in 200 mL, 500 mL, 1 L:

- glucose 75 mEq
- sodium 75 mEq or mmol/L
- chloride 65 mEq or mmol/L
- potassium 20 mEq or mmol/L
- citrate 10 mmol/L
- osmolarity 245 mOsm/L
- glucose 13.5 g/L
- sodium chloride 2.6 g/L
- potassium chloride 1.5 g/L
- trisodium citrate dihydrate 2.9 g/L";"Other specified disorders of fluid, electrolyte or acid-base balance";"A07CA";;"Added"
"oral rehydration salts - zinc sulfate";"Medicines used in diarrhoea";"Oral > Other: ORS powder for dilution and zinc sulfate solid oral dosage form 20 mg (co-packaged)";"Diarrhoea";"A07CA";;"Added"
"oseltamivir";"Other antivirals";"Oral > Solid: 30 mg capsule (as phosphate); 45 mg capsule (as phosphate); 75 mg capsule (as phosphate)";"Influenza due to identified seasonal influenza virus";"J05AH02";;"Added"
"oxaliplatin";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial powder for injection; 100 mg in vial powder for injection; 50 mg per 10 mL in 10 mL vial; 100 mg per 20 mL in 20 mL vial; 200 mg per 40 mL in 40 mL vial";"Malignant neoplasm metastasis in large intestine";"L01XA03";;"Added"
"oxaliplatin";"Cytotoxic medicines";"Parenteral > General injections > IV: 50 mg in vial powder for injection; 100 mg in vial powder for injection; 50 mg per 10 mL in 10 mL vial; 100 mg per 20 mL in 20 mL vial; 200 mg per 40 mL in 40 mL vial";"Malignant neoplasms of colon";"L01XA03";;"Added"
"oxamniquine";"Antischistosomals and other antitrematode medicines";"Oral > Liquid: 250 mg per 5 mL
Oral > Solid: 250 mg capsule";"Schistosomiasis due to Schistosoma mansoni";"P02BA02";;"Added"
"oxazolindinones";"Reserve group antibiotics";".";"Other specified bacterial diseases";;;"Removed"
"oxycodone";"Opioid analgesics";;"Pain";;;"Added"
"oxygen";"General anaesthetics and oxygen > Inhalational medicines";"Respiratory > Inhalation: (medical gas)";"Anaesthetics and therapeutic gases";"V03AN01";;"Added"
"oxygen";"Medical gases";"Respiratory > Inhalation: ";"Respiratory failure as acute or chronic";"V03AN01";;"Added"
"oxytetracycline";"Ophthalmological preparations > Anti-infective agents";;"Other specified conjunctivitis";;;"Added"
"oxytetracycline";"Ophthalmological preparations > Anti-infective agents";;"Infectious keratitis";;;"Added"
"oxytetracycline";"Ophthalmological preparations > Anti-infective agents";;"Infectious blepharitis";;;"Added"
"oxytetracycline";"Ophthalmological preparations > Anti-infective agents";;"Trachoma";;;"Added"
"oxytocin";"Uterotonics";"Parenteral > General injections > unspecified: 10 IU per  mL";"Postpartum haemorrhage";"H01BB02";;"Added"
"p-aminosalicylate sodium";"Antituberculosis medicines";"Oral > Liquid: 5.52 g in sachet (equivalent to 4 g p-aminosalicylic acid)";"Multi-drug resistant Mycobacterium tuberculosis";"J04AA01";;"Added"
"p-aminosalicylic acid";"Antituberculosis medicines";"Oral > Solid: 4 g granules in sachet";"Multi-drug resistant Mycobacterium tuberculosis";"J04AA01";;"Removed"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Other specified malignant neoplasms of the ovary";"L01CD01";;"Added"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Other specified malignant neoplasms of bronchus or lung";"L01CD01";;"Added"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Malignant neoplasms of nasopharynx";"L01CD01";;"Added"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Kaposi sarcoma of unspecified primary site";"L01CD01";;"Added"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Other specified malignant neoplasms of breast";"L01CD01";;"Added"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Other specified carcinomas of ovary";"L01CD01";;"Added"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Malignant neoplasms of breast";"L01CD01";;"Added"
"paclitaxel";"Cytotoxic medicines";"Parenteral > General injections > IV: 6 mg per  mL";"Malignant neoplasms of cervix uteri";"L01CD01";;"Added"
"palonosetron";"Medicines for other common symptoms in palliative care";;"Palliative care";;;"Added"
"palonosetron";"Antiemetic medicines";;"Nausea or vomiting";;;"Added"
"pancreatic enzymes";"Pancreatic enzymes";"Oral > Solid: Age-appropriate formulations and doses including lipase, protease and amylase.";"Enzyme intestinal";"A09AA02";;"Added"
"paracetamol (acetaminophen)";"Non-opioids and non-steroidal anti-inflammatory medicines (NSAIMs)";"Oral > Liquid: 125 mg per 5 mL; 120 mg per 5 mL; 250 mg per 5 mL
Local > Rectal > Suppository: 100 mg; 250 mg
Oral > Solid > dispersible tablet: 100 mg; 250 mg
Oral > Solid > tablet: 250 mg; 325 mg; 500 mg";"Pain";"N02BE01";;"Added"
"paracetamol (acetaminophen)";"Antimigraine medicines > For treatment of acute attack";"Oral > Liquid: 125 mg per 5 mL; 120 mg per 5 mL; 250 mg per 5 mL
Local > Rectal > Suppository: 250 mg
Oral > Solid > dispersible tablet: 100 mg; 250 mg
Oral > Solid > tablet: 250 mg; 325 mg; 500 mg";"Migraine";"N02BE01";;"Added"
"paromomycin";"Antileishmaniasis medicines";"Parenteral > General injections > IM: 750 mg paromomycin base (as sulfate)";"Visceral leishmaniasis";"A07AA06";;"Added"
"paromomycin";"Antiamoebic and antigiardiasis medicines";"Oral > Liquid: 125 mg per 5 mL as sulfate
Oral > Solid: 250 mg as sulfate";"Amoebiasis";"A07AA06";;"Removed"
"pegaspargase";"Cytotoxic medicines";"Parenteral > General injections > IV: 3750 units per 5 mL in vial; 3750 units in vial powder for injection";"Lymphoid leukaemia, not elsewhere classified";"L01XX24";;"Added"
"pegylated interferon alfa (2a)";"Medicines for hepatitis C > Other antivirals for hepatitis C";"Parenteral > General injections > SC: 180 µg in vial; 180 µg in prefilled syringe";"Chronic hepatitis C";"L03AB11";;"Removed"
"pegylated interferon alfa (2b)";"Medicines for hepatitis C > Other antivirals for hepatitis C";"Parenteral > General injections > SC: 80 µg in prefilled syringe; 100 µg in prefilled syringe";"Chronic hepatitis C";"L03AB10";;"Removed"
"pembrolizumab";"Immunomodulators";;"Melanoma of skin";;;"Added"
"penicillamine";"Antidotes and other substances used in poisonings > Specific";"Oral > Solid: 250 mg";"Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified";"M01CC01";;"Added"
"penicillamine";"Disease-modifying anti-rheumatic drugs (DMARDs)";"Oral > Solid: 250 mg";"Rheumatoid arthritis, serology unspecified";"M01CC01";;"Added"
"pentamidine";"Antileishmaniasis medicines";"Parenteral > General injections > IM: 200 mg (as isetionate); 300 mg (as isetionate)";"Visceral leishmaniasis";"P01CX01";;"Removed"
"pentamidine";"Antipneumocystosis and antitoxoplasmosis medicines";"Oral > Solid: 200 mg tablet; 300 mg tablet";"Pneumocystosis";"P01CX01";;"Added"
"pentamidine";"Medicines for the treatment of 1st stage African trypanosomiasis";"Parenteral > General injections > IM: 300 mg in vial (as isetionate) powder for injection";"African trypanosomiasis";"P01CX01";;"Added"
"permethrin";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Lotion: 1%
Local > Topical > Cream: 5%";"Pediculosis corporis";"P03AC04";;"Added"
"permethrin";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Lotion: 1%
Local > Topical > Cream: 5%";"Pediculosis capitis";"P03AC04";;"Added"
"permethrin";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Lotion: 1%
Local > Topical > Cream: 5%";"Scabies";"P03AC04";;"Added"
"pertussis vaccine";"Recommendations for all immunization programmes";"All vaccines should comply with the WHO requirements for biological substances.";"Need for immunization against pertussis alone";"J07AJ02";;"Added"
"pertuzumab";"Targeted therapies";"Parenteral > General injections > IV: 240 mg per 14 mL in vial concentrated solution";"Carcinoma of breast, specialised type";"L01FD02";;"Removed"
"phenobarbital";"Antiseizure medicines";"Oral > Liquid: 15 mg per 5 mL
Oral > Solid: 15 to 100 mg
Parenteral > General injections > IV: 200 mg per  mL (phenobarbital sodium); 30 mg per  mL (phenobarbital sodium); 60 mg per  mL (phenobarbital sodium)";"Epilepsy or seizures";"N03AA02";;"Added"
"phenobarbital";"Antiseizure medicines";"Oral > Liquid: 15 mg per 5 mL
Oral > Solid: 15 to 100 mg
Parenteral > General injections > IV: 200 mg per  mL (phenobarbital sodium); 30 mg per  mL (phenobarbital sodium); 60 mg per  mL (phenobarbital sodium)";"Status epilepticus";"N03AA02";;"Added"
"phenoxymethylpenicillin";"Access group antibiotics";"Oral > Liquid: 250 mg per 5 mL (as potassium salt) powder for oral liquid
Oral > Solid: 250 mg (as potassium salt) tablet
Oral > Solid: 250 mg (as potassium salt); 500 mg (as potassium salt)";"Bacterial pneumonia (Community-acquired pneumonia - mild to moderate)";"J01CE02";;"Added"
"phenoxymethylpenicillin";"Access group antibiotics";"Oral > Liquid: 250 mg per 5 mL (as potassium salt) powder for oral liquid
Oral > Solid: 250 mg (as potassium salt) tablet
Oral > Solid: 250 mg (as potassium salt); 500 mg (as potassium salt)";"Periapical abscess without sinus";"J01CE02";;"Added"
"phenoxymethylpenicillin";"Access group antibiotics";"Oral > Liquid: 250 mg per 5 mL (as potassium salt) powder for oral liquid
Oral > Solid: 250 mg (as potassium salt) tablet
Oral > Solid: 250 mg (as potassium salt); 500 mg (as potassium salt)";"Acute pharyngitis";"J01CE02";;"Added"
"phenoxymethylpenicillin";"Access group antibiotics";"Oral > Liquid: 250 mg per 5 mL (as potassium salt) powder for oral liquid
Oral > Solid: 250 mg (as potassium salt) tablet
Oral > Solid: 250 mg (as potassium salt); 500 mg (as potassium salt)";"Bacterial infection of unspecified site";"J01CE02";;"Removed"
"phenytoin";"Antiseizure medicines";"Oral > Liquid: 30 mg per 5 mL (phenytoin)
Parenteral > General injections > unspecified: 50 mg per  mL in vial (phenytoin sodium)
Oral > Solid > tablet: 50 mg (phenytoin) (chewable)
Oral > Solid > dosage form: 50 mg (phenytoin sodium); 25 mg (phenytoin sodium); 100 mg (phenytoin sodium)";"Epilepsy or seizures";"N03AB02";;"Added"
"phytomenadione";"Medicines affecting coagulation";"Parenteral > General injections > IV: 10 mg per  mL in ampoule; 1 mg per  mL in ampoule
Oral > Solid: 10 mg tablet";"Haemorrhagic disorder due to other specified circulating anticoagulants";"B02BA01";;"Added"
"phytomenadione";"Medicines affecting coagulation";"Parenteral > General injections > IV: 10 mg per  mL in ampoule; 1 mg per  mL in ampoule
Oral > Solid: 10 mg tablet";"Haemorrhagic or haematological disorders of fetus or newborn";"B02BA01";;"Added"
"pilocarpine";"Ophthalmological preparations > Miotics and antiglaucoma medicines";"Local > Ophthalmological > Solution (eye drops): 2% (hydrochloride or nitrate); 4% (hydrochloride or nitrate)";"Acute angle closure with pupillary block";"S01EB01";;"Added"
"pilocarpine";"Ophthalmological preparations > Miotics and antiglaucoma medicines";"Local > Ophthalmological > Solution (eye drops): 2% (hydrochloride or nitrate); 4% (hydrochloride or nitrate)";"Ocular hypertension";"S01EB01";;"Added"
"pilocarpine";"Ophthalmological preparations > Miotics and antiglaucoma medicines";"Local > Ophthalmological > Solution (eye drops): 2% (hydrochloride or nitrate); 4% (hydrochloride or nitrate)";"Primary open-angle glaucoma";"S01EB01";;"Added"
"piperacillin + tazobactam";"Watch group antibiotics";"Parenteral > General injections > IV: 2 g (as sodium salt) + 250 mg (as sodium salt) powder for injection; 4 g (as sodium salt) + 500 mg (as sodium salt) powder for injection";"Other specified pneumonia (Hospital-acquired pneumonia)";"J01CR05";;"Added"
"piperacillin + tazobactam";"Watch group antibiotics";"Parenteral > General injections > IV: 2 g (as sodium salt) + 250 mg (as sodium salt) powder for injection; 4 g (as sodium salt) + 500 mg (as sodium salt) powder for injection";"Peritonitis (severe)";"J01CR05";;"Added"
"piperacillin + tazobactam";"Watch group antibiotics";"Parenteral > General injections > IV: 2 g (as sodium salt) + 250 mg (as sodium salt) powder for injection; 4 g (as sodium salt) + 500 mg (as sodium salt) powder for injection";"Neutropenia (high-risk)";"J01CR05";;"Added"
"piperacillin + tazobactam";"Watch group antibiotics";"Parenteral > General injections > IV: 2 g (as sodium salt) + 250 mg (as sodium salt) powder for injection; 4 g (as sodium salt) + 500 mg (as sodium salt) powder for injection";"Peritoneal abscess (severe)";"J01CR05";;"Added"
"platelets";"Blood and blood components";"Parenteral > General injections > IV: ";"Blood transfusion without reported diagnosis";"B05AX02";;"Added"
"plazomicin";"Reserve group antibiotics";"Parenteral > General injections > IV: 500 mg per 10 mL (Injection)";"Carbapenem resistant Acinetobacter baumannii";"J01GB14";;"Added"
"plazomicin";"Reserve group antibiotics";"Parenteral > General injections > IV: 500 mg per 10 mL (Injection)";"Carbapenem-resistant Pseudomonas aeruginosa";"J01GB14";;"Added"
"plazomicin";"Reserve group antibiotics";"Parenteral > General injections > IV: 500 mg per 10 mL (Injection)";"Carbapenem resistant Enterobacterales";"J01GB14";;"Added"
"pneumococcal vaccine";"Recommendations for all immunization programmes";"All vaccines should comply with the WHO requirements for biological substances.";"Need for immunization against single bacterial diseases";"J07AL01";;"Added"
"podophyllotoxin";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";;"Anogenital warts";;;"Added"
"podophyllotoxin";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";;"Plantar warts";;;"Added"
"podophyllum resin";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";"Local > Topical > Solution: 10 to 25%";"Anogenital warts";"D06BB04";;"Added"
"podophyllum resin";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";"Local > Topical > Solution: 10 to 25%";"Plantar warts";"D06BB04";;"Added"
"poliomyelitis vaccine";"Recommendations for all immunization programmes";"All vaccines should comply with the WHO requirements for biological substances.";"Need for immunization against poliomyelitis";"J07BF01, J07BF02, J07BF03, J07BF04";;"Added"
"polygeline";"Plasma substitutes";"Parenteral > General injections > IV: 3.5% injectable solution
Parenteral > General injections > IV: 3.5% in solution";"Hypovolaemia";;;"Added"
"polygeline";"Plasma substitutes";"Parenteral > General injections > IV: 3.5% injectable solution
Parenteral > General injections > IV: 3.5% in solution";"Hypovolaemia";;;"Removed"
"polymyxins";"Reserve group antibiotics";".";"Other specified bacterial diseases";;;"Removed"
"potassium chloride";"Solutions correcting water, electrolyte and acid-base disturbances > Oral";"Oral > Liquid: powder for solution";"Hypokalaemia";"A12BA01";;"Added"
"potassium chloride";"Solutions correcting water, electrolyte and acid-base disturbances > Parenteral";"Parenteral > General injections > IV: 11.2% in 20 mL ampoule (equivalent to K+ 1.5 mmol/mL and Cl- 1.5 mmol/mL); 7.5% solution for dilution (equivalent to K+ 1 mmol/mL and Cl- 2 mmol/mL); 15% solution for dilution (equivalent to K+ 2 mmol/mL and Cl- 2 mmol/mL)";"Hypokalaemia";"B05XA01";;"Added"
"potassium ferric hexacyanoferrate";"Antidotes and other substances used in poisonings > Specific";"Oral > Solid: Powder for oral administration";"Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified";"V03AB31";;"Added"
"potassium iodide";"Antifungal medicines";"Local > Topical > Solution: Saturated solution";"Sporotrichosis";;;"Added"
"potassium iodide";"Thyroid hormones and antithyroid medicines";"Oral > Solid: 60 mg";"Thyrotoxicosis";"V03AB21";;"Added"
"potassium permanganate";"Dermatological medicines > Anti-infective medicines";"Local > Topical > Solution: aqueous solution: 1:10 000";"Tropical phagedaenic ulcer";"D08AX06";;"Added"
"potassium permanganate";"Dermatological medicines > Anti-infective medicines";"Local > Topical > Solution: aqueous solution: 1:10 000";"Pemphigus";"D08AX06";;"Added"
"potassium permanganate";"Dermatological medicines > Anti-infective medicines";"Local > Topical > Solution: aqueous solution: 1:10 000";"Other specified pyogenic bacterial infection of skin and subcutaneous tissue";"D08AX06";;"Added"
"potassium permanganate";"Dermatological medicines > Anti-infective medicines";"Local > Topical > Solution: aqueous solution: 1:10 000";"Impetigo";"D08AX06";;"Added"
"povidone iodine";"Antiseptics";"Local > Topical > Solution: 10% (equivalent to 1% available iodine)";"Povidone iodine";"D08AG02";;"Added"
"pralidoxime";"Antidotes and other substances used in poisonings > Specific";".";"Exposure to or harmful effects of undetermined intent of pesticides";"V03AB04";;"Removed"
"pramipexole";"Antiseizure medicines";"Oral > Solid: 125 µg immediate-release; 250 mg immediate-release; 500 µg immediate-release; 750 µg immediate-release; 1 mg immediate-release; 1.5 mg immediate-release; 375 µg extended-release; 750 µg extended-release; 1.5 mg extended-release; 2.25 mg extended-release; 3 mg extended-release; 3.75 mg extended-release; 4.5 extended-release";"Parkinson disease";"N04BC05";;"Removed"
"pravastatin";"Lipid-lowering agents";;"Mixed hyperlipidaemia";;;"Added"
"pravastatin";"Lipid-lowering agents";;"Coronary atherosclerosis";;;"Added"
"praziquantel";"Antischistosomals and other antitrematode medicines";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Paragonimiasis";"P02BA01";;"Added"
"praziquantel";"Antischistosomals and other antitrematode medicines";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Clonorchiasis";"P02BA01";;"Added"
"praziquantel";"Antischistosomals and other antitrematode medicines";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Opisthorchiasis";"P02BA01";;"Added"
"praziquantel";"Antischistosomals and other antitrematode medicines";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Schistosomiasis";"P02BA01";;"Added"
"praziquantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Taeniasis due to Taenia saginata";"P02BA01";;"Added"
"praziquantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Taeniasis due to Taenia solium";"P02BA01";;"Added"
"praziquantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Diphyllobothriasis";"P02BA01";;"Added"
"praziquantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Hymenolepiasis";"P02BA01";;"Added"
"praziquantel";"Cysticidal medicines";"Oral > Solid > tablet: 600 mg (scored); 500 mg; 150 mg";"Cysticercosis of central nervous system";"P02BA01";;"Added"
"precipitated sulfur";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Ointment: ";"Pthiriasis";;;"Added"
"precipitated sulfur";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Ointment: ";"Pediculosis corporis";;;"Added"
"precipitated sulfur";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Ointment: ";"Pediculosis capitis";;;"Added"
"precipitated sulfur";"Dermatological medicines > Scabicides and pediculicides";"Local > Topical > Ointment: ";"Scabies";;;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Unspecified malignant neoplasms of ill-defined or unspecified sites";"H02AB06";;"Removed"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Plasma cell myeloma";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Follicular lymphoma";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Lymphoid leukaemia, not elsewhere classified";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Malignant neoplasms of prostate";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Chronic lymphocytic leukaemia or small lymphocytic lymphoma";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Hodgkin lymphoma";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Diffuse large B-cell lymphomas";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Burkitt lymphoma including Burkitt leukaemia";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Anaplastic large cell lymphoma, ALK-negative";"H02AB06";;"Added"
