"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q27280217","","","","5α-dihydronandrolone","[]","[]","[]","['5α-DHN', 'dihydronandrolone', 'DHN', '5α-dihydro-19-nortestosterone', '5α-estran-17β-ol-3-one', '5α-Dihydronandrolone']","CHEMBL3137999","","","","","","https://en.wikipedia.org/wiki/5%CE%B1-Dihydronandrolone",""
"Q27281958","","","","nandrolone cyclohexylpropionate","[]","[]","[]","['nandrolone cyclohexanepropionate', 'NTHCP', '19-nortestosterone 17β-(3-cyclohexyl)propionate']","CHEMBL3560063","31893","","","","","https://en.wikipedia.org/wiki/Nandrolone_cyclohexylpropionate",""
"Q27282852","","","","levonorgestrel butyrate","[]","[]","[]","['levonorgestrel butanoate', 'LNG-B', 'HRP-002', 'levonorgestrel 17β-butanoate']","","","","","","","https://en.wikipedia.org/wiki/Levonorgestrel_butanoate",""
"Q27292177","","","","nandrolone furylpropionate","[]","[]","[]","['19-nortestosterone 17β-(2-furanyl)propanoate,', 'NFP']","CHEMBL3183841","31894","","","","","https://en.wikipedia.org/wiki/Nandrolone_furylpropionate",""
"Q27292917","","","","nandrolone laurate","[]","[]","[]","['nandrolone dodecanoate']","","","","","","","https://en.wikipedia.org/wiki/Nandrolone_laurate",""
"Q27294859","","","","methandriol diacetate","[]","[]","[]","['methylandrostenediol diacetate', '17α-methylandrost-5-ene-3,17β-diol 3,17β-diacetate']","","","","","","","https://en.wikipedia.org/wiki/Methandriol_diacetate",""
"Q27295932","","","","9(10)-dehydronandrolone","[]","[]","[]","['dienolone', 'RU-3118']","CHEMBL2311179","","","","","","https://en.wikipedia.org/wiki/Dienolone",""
"Q27896214","","","","7-beta-hydroxyepiandrosterone","[]","[]","[]","['7β-Hydroxyepiandrosterone']","","183809","","","","","https://en.wikipedia.org/wiki/7%CE%B2-Hydroxyepiandrosterone",""
"Q28131923","","","","Testosterone hexyloxyphenylpropionate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Testosterone_hexyloxyphenylpropionate",""
"Q28131938","","","","Nandrolone caproate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Nandrolone_caproate",""
"Q28131936","","","","dihydrotestosterone butyrate","[]","[]","[]","['androstanolone butyrate', '5α-dihydrotestosterone 17β-butanoate', 'stanolone butyrate']","","","","","","","https://en.wikipedia.org/wiki/Dihydrotestosterone_butyrate",""
"Q28131951","","","","acetothiolutamide","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Acetothiolutamide",""
"Q28131948","","","","LS-1727","[]","[]","[]","['LEO-1727', 'nandrolone 17β-N-(2-chloroethyl)-N-nitrosocarbamate', '3-oxoestr-4-en-17-yl (2-chloroethyl)nitrosocarbamate', 'nandrolone chloroethylnitrosocarbamate']","","","","","","","https://en.wikipedia.org/wiki/LS-1727",""
"Q28131955","","","","Norclostebol acetate","[]","[]","[]","['norchlorotestosterone acetate', 'NClTA']","","","","","","","https://en.wikipedia.org/wiki/Norclostebol_acetate",""
"Q28131958","","","","17α-alkylated anabolic steroid","[]","[]","[]","['17α-alkylated anabolic steroids']","","","","","","","https://en.wikipedia.org/wiki/17%CE%B1-Alkylated_anabolic_steroid",""
"Q28131957","","","","dimethandrolone","[]","[]","[]","['7α,11β-dimethyl-19-nortestosterone', 'CDB-1321']","","","","","","","https://en.wikipedia.org/wiki/Dimethandrolone",""
"Q28131962","","","","Dimethyltrienolone","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Dimethyltrienolone",""
"Q28131972","","","","bolazine capronate","[]","[]","[]","['di(drostanolone capronate) azine', 'bolazine caproate', 'bolazine hexanoate', '2α-methyl-5α-androstan-17β-ol-3-one 17β-hexanoate azine']","","","","","","","https://en.wikipedia.org/wiki/Bolazine_capronate",""
"Q28131980","","","","Deposterona","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Testosterone_acetate/testosterone_undecanoate/testosterone_valerate",""
"Q28131999","","","","nandrolone acetate","[]","[]","[]","['3-Oxoestr-4-en-17-yl acetate']","","","","","","","https://en.wikipedia.org/wiki/Nandrolone_acetate",""
"Q28132000","","","","nandrolone formate","[]","[]","[]","['nandrolone carboxylate', 'nandrolone methanoate', '19-nortestosterone 17β-formate', 'estr-4-en-17β-ol-3-one 17β-formate']","","","","","","","https://en.wikipedia.org/wiki/Nandrolone_formate",""
"Q28132006","","","","dimethandrolone undecanoate","[]","[]","[]","['DMAU', 'dimethandrolone undecylate', 'CDB-4521', '7α,11β-dimethyl-19-nortestosterone 17β-undecanoate']","","","","","","","https://en.wikipedia.org/wiki/Dimethandrolone_undecanoate",""
"Q28132007","","","","dimethandrolone dodecylcarbonate","[]","[]","[]","['dimethandrolone dodecanoylcarbonate', '7α,11β-dimethyl-19-nortestosterone 17β-dodecylcarbonate', 'CDB-4730']","","","","","","","https://en.wikipedia.org/wiki/Dimethandrolone_dodecylcarbonate",""
"Q28132005","","","","dimethandrolone buciclate","[]","[]","[]","['dimethandrolone bucyclate', '7α,11β-dimethyl-19-nortestosterone 17β-buciclate', 'CDB-4386A']","","","","","","","https://en.wikipedia.org/wiki/Dimethandrolone_buciclate",""
"Q28132011","","","","11-ketodihydrotestosterone","[]","[]","[]","['5α-androstan-17β-ol-3,11-dione', '11-KDHT']","","","","","","","https://en.wikipedia.org/wiki/11-Ketodihydrotestosterone",""
"Q28132016","","","","19-Nor-5-androstenedione","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/19-Nor-5-androstenedione",""
"Q28132021","","","","testosterone palmitate","[]","[]","[]","['3-Oxoandrost-4-en-17-yl hexadecanoate']","","","","","","","https://en.wikipedia.org/wiki/Testosterone_palmitate",""
"Q28132024","","","","Testosterone phenylbutyrate","[]","[]","[]","['testosterone phenylbutanoate']","","","","","","","https://en.wikipedia.org/wiki/Testosterone_phenylbutyrate",""
"Q28132025","","","","Testosterone isovalerate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Testosterone_isovalerate",""
"Q28132037","","","","testosterone acetate propionate","[]","[]","[]","['testosterone 3β-acetate 17β-propanoate', '4-androstenediol acetate propionate', 'androst-4-ene-3β,17β-diol 3β-acetate 17β-propanoate']","","","","","","","https://en.wikipedia.org/wiki/Testosterone_acetate_propionate",""
"Q28132041","","","","testosterone enanthate benziloylhydrazone","[]","[]","[]","['testosterone enanthate benzilic acid hydrazone']","","","","","","","https://en.wikipedia.org/wiki/Testosterone_enantate_benzilic_acid_hydrazone",""
"Q58526200","","","","human growth hormone","[]","[]","[]","['somatotropin', 'GH', 'somatropin']","","","","","","","",""
"Q60315441","Холецистокінін","Холецистокинин","Cholécystokinine","cholecystokinin","[]","['Панкреозимин']","['cholécystokinine', 'Cholecystokinine']","['CCK', 'uniprot:P06307', 'cholecystokinin triacontatriapeptide']","","","V04CK02","https://uk.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%B5%D1%86%D0%B8%D1%81%D1%82%D0%BE%D0%BA%D1%96%D0%BD%D1%96%D0%BD","https://fr.wikipedia.org/wiki/Chol%C3%A9cystokinine","https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%B5%D1%86%D0%B8%D1%81%D1%82%D0%BE%D0%BA%D0%B8%D0%BD%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Cholecystokinin",""
"Q66317136","","","","gamma-lipotropin","[]","[]","[]","['gamma-LPH', 'lipotropin gamma', 'POMC(179-234)']","","","","","","","",""
"Q66360952","NPPB","Мозговой натрийуретический пептид","peptide cérébral natriurétique","brain natriuretic peptide","[]","[]","['BNP', 'Brain natriuretic peptide']","['BNP', 'brain type natriuretic peptide', 'natriuretic protein', 'natriuretic peptide B', 'B-type natriuretic peptide']","CHEMBL1201668","80234","","https://uk.wikipedia.org/wiki/NPPB","https://fr.wikipedia.org/wiki/Peptide_c%C3%A9r%C3%A9bral_natriur%C3%A9tique","https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B7%D0%B3%D0%BE%D0%B2%D0%BE%D0%B9_%D0%BD%D0%B0%D1%82%D1%80%D0%B8%D0%B9%D1%83%D1%80%D0%B5%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B5%D0%BF%D1%82%D0%B8%D0%B4","https://en.wikipedia.org/wiki/Brain_natriuretic_peptide_32",""
"Q67201115","","","","cloacin","[]","[]","[]","[]","","","","","","","",""
"Q106774420","","","","5α dihydrodeoxycorticosterone","[]","[]","[]","['5 alpha dihydrodeoxycorticosterone', '5 alpha dihydro-deoxycorticosterone', '5 alpha dihydro-11-deoxycorticosterone']","","","","","","","",""
"Q106774437","","","","5α dihydroaldosterone","[]","[]","[]","['5 alpha dihydroaldosterone', '5 alpha dihydro-aldosterone']","","","","","","","",""
"Q106774446","","","","5α dihydrocorticosterone","[]","[]","[]","['5 alpha dihydrocorticosterone', '5 alpha dihydro-corticosterone']","","","","","","","",""
"Q106775462","","","","5α dihydrocortisol","[]","[]","[]","['5 alpha dihydrocortisol', '5 alpha dihydro-cortisol']","","","","","","","",""
"Q106775485","","","","5α dihydrocortisone","[]","[]","[]","['5 alpha dihydrocortisone', '5 alpha dihydro-cortisone']","","","","","","","",""
"Q106775524","","","","3α 5α tetrahydrodeoxycorticosterone","[]","[]","[]","['3 alpha 5 alpha tetrahydrodeoxycorticosterone', '3 alpha 5 alpha tetrahydro-deoxycorticosterone']","","","","","","","",""
"Q106775548","","","","3α 5α tetrahydroaldosterone","[]","[]","[]","['3 alpha 5 alpha tetrahydroaldosterone', '3 alpha 5 alpha tetrahydro-aldosterone']","","","","","","","",""
"Q106776748","","","","3α 5α tetrahydrocortisol","[]","[]","[]","['3 alpha 5 alpha tetrahydrocortisol', '3 alpha 5 alpha tetrahydro-cortisol']","","","","","","","",""
"Q106776823","","","","3α 5α tetrahydrocortisone","[]","[]","[]","['3 alpha 5 alpha tetrahydrocortisone', '3 alpha 5 alpha tetrahydro-cortisone']","","","","","","","",""
"Q106776830","","","","3α 5α tetrahydrodeoxycortisol","[]","[]","[]","['3 alpha 5 alpha tetrahydrodeoxycortisol', '3 alpha 5 alpha tetrahydro-deoxycortisol']","","","","","","","",""
"Q106776897","","","","allopregnanedione","[]","[]","[]","[]","","","","","","","",""
"Q106776906","","","","17α hydroxyallopregnanedione","[]","[]","[]","['17 alpha hydroxyallopregnanedione', '17 alpha hydroxy-allopregnanedione', '17-alpha-hydroxyallopregnanedione', '17-alpha-hydroxy-allopregnanedione']","","","","","","","",""
"Q106777058","","","","5α dihydrotestosterone","[]","[]","[]","['5 alpha dihydrotestosterone', '5-alpha-dihydrotestosterone']","","","","","","","",""
"Q106777065","","","","3α 5α androsterone","[]","[]","[]","['3 alpha 5 alpha androsterone', '3-alpha-5-alpha-androsterone']","","","","","","","",""
"Q106777114","","","","15α 16α hydroxyestrone","[]","[]","[]","['15 alpha 16 alpha hydroxyestrone', '15-alpha-16-alpha-hydroxyestrone']","","","","","","","",""
"Q109913174","","","","somidobove","[]","[]","[]","[]","","","","","","","",""
"Q3140118","","","hongsam","red ginseng","[]","[]","[]","['hongsam', 'Korean red ginseng', 'KRG']","","","","","https://fr.wikipedia.org/wiki/Hongsam","","",""
"Q4369932","","полижинакс","","polygynax","[]","[]","[]","[]","","","","","","https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B8%D0%B6%D0%B8%D0%BD%D0%B0%D0%BA%D1%81","",""
"Q5513540","","","","GI cocktail","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/GI_cocktail",""
"Q7239230","Передекспозиційна профілактика ВІЛ","Предэкспозиционная профилактика ВИЧ","prophylaxie pré-exposition","pre-exposure prophylaxis","[]","['PrEP', 'преп']","['PrEP']","['PrEP']","","","","https://uk.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%B4%D0%B5%D0%BA%D1%81%D0%BF%D0%BE%D0%B7%D0%B8%D1%86%D1%96%D0%B9%D0%BD%D0%B0_%D0%BF%D1%80%D0%BE%D1%84%D1%96%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0_%D0%92%D0%86%D0%9B","https://fr.wikipedia.org/wiki/Prophylaxie_pr%C3%A9-exposition","https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D0%B4%D1%8D%D0%BA%D1%81%D0%BF%D0%BE%D0%B7%D0%B8%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0%D1%8F_%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0_%D0%92%D0%98%D0%A7","https://en.wikipedia.org/wiki/Pre-exposure_prophylaxis",""
"Q19946892","Церебролізин","Церебролизин","","cerebrolysin","[]","['Cerebrolysin', 'Церебролизат']","[]","['Cerebrolysin', 'FPE 1070', 'Cerebrolyzin', 'Cerebrolycin']","","","","","https://fr.wikipedia.org/wiki/C%C3%A9r%C3%A9brolysine","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%D0%BB%D0%B8%D0%B7%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Cerebrolysin",""
"Q27280476","","","MIRISTALKONIUM","myristalkonium","[]","[]","[]","['Myristyl-benzalkonium']","CHEMBL1180074","","R02AA10","","","","https://en.wikipedia.org/wiki/Myristyl-benzalkonium",""
"Q27280492","","Латанопростина бунод","","latanoprostene bunod","[]","[]","[]","['Latanoprostene Bunod']","CHEMBL2364612","177703","","","","https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%82%D0%B0%D0%BD%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%B8%D0%BD%D0%B0_%D0%B1%D1%83%D0%BD%D0%BE%D0%B4","https://en.wikipedia.org/wiki/Latanoprostene_bunod",""
"Q27288019","Вінборон","Винборон","","phenicaberan","[]","[]","[]","['vinboron', 'ethyl 4-[(dimethylamino)methyl]-5-hydroxy-2-phenyl-1-benzofuran-3-carboxylate']","CHEMBL1327799","","","https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BD%D0%B1%D0%BE%D1%80%D0%BE%D0%BD","","","",""
"Q27887916","","","","meclocycline sulfosalicylate","[]","[]","[]","[]","CHEMBL261772","","","","","","",""
"Q28453504","","перманганат калия","","potassium permanganate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Potassium_permanganate_(medical_use)",""
"Q28852241","","","corifollitropine alfa","corifollitropin alfa","[]","[]","[]","['follicle-stimulating hormone (human .alpha.-subunit reduced), complex with follicle-stimulating hormone (human .beta.-subunit reduced) fusion protein with 118-145-chorionic gonadotropin (human .beta.-subunit)', 'org-36286', 'sch 900962', 'sch-900962', 'mk-8962', 'org 36286', 'corifollitropine alfa', 'corifollitropinum alfa', 'corifolitropina alfa']","","","G03GA09","","","","",""
"Q28852425","","","epoetin delta","epoetin delta","[]","[]","[]","['hmr4396', 'ga-epo', '1-165-erythropoietin (human hmr4396), glycoform .delta.', 'epoetinum delta', 'epoetina delta']","","","","","","","",""
"Q28852431","","","dibotermine alfa","dibotermin alfa","[]","[]","[]","['bone morphogenetic protein 2 human', 'bone morphogenetic protein 2 (human)', 'bmp-2', 'bmp-2 human', 'nebotermin', 'recombinant dna derived l-methionyl-human bone morphogenetic protein 2 (bmp-2 or bmp-2a), produced in escherichia coli (nonglycosylated)', 'rhbmp-2', 'dibotermin', 'dibotermine alfa', 'diboterminum alfa', 'dibotermina alfa']","","","M05BC01","","","","",""
"Q28859577","","","","nomegestrol acetate / estradiol","[]","[]","[]","[]","","","","","","","",""
"Q28859614","","","","atazanavir / cobicistat","[]","[]","[]","['Atazanavir / cobicistat', 'Evotaz']","","","J05AR15","","","https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%B0%D0%B7%D0%B0%D0%BD%D0%B0%D0%B2%D0%B8%D1%80/%D0%9A%D0%BE%D0%B1%D0%B8%D1%86%D0%B8%D1%81%D1%82%D0%B0%D1%82","https://en.wikipedia.org/wiki/Atazanavir/cobicistat",""
"Q28859624","","","","metformin / saxagliptin","[]","[]","[]","[]","","","A10BD10","","","","",""
"Q28859634","","","","amlodipine / valsartan / hydrochlorothiazide","[]","[]","[]","['amlodipine besylate / valsartan / hydrochlorothiazide', 'Amlodipine / Hydrochlorothiazide / valsartan']","","","C09DX01","","","","",""
"Q28859632","","","","fenofibrate / pravastatin","[]","[]","[]","[]","","","","","","","",""
"Q28859738","","","","hepatitis b virus hbsag surface protein antigen","[]","[]","[]","['hepatitis b surface antigen', 'hepatitis b surface antigens', 'hepatitis b surface antigen vaccine', 'hbsag', 'hepatitis b antigen', 'hepatitis b surface antigen (rdna)', 'hepatitis-b surface antigen']","","","","","","","",""
"Q30753347","","","Complexe fer hydroxyde-polymaltose","ferric oxide polymaltose complexes","[]","[]","[]","[]","","","B03AB05","","https://fr.wikipedia.org/wiki/Complexe_fer_hydroxyde-polymaltose","","",""
"Q33626059","Церліпоназа альфа","","cerliponase alfa","cerliponase alfa","[]","[]","[]","[]","","","A16AB17","https://uk.wikipedia.org/wiki/%D0%A6%D0%B5%D1%80%D0%BB%D1%96%D0%BF%D0%BE%D0%BD%D0%B0%D0%B7%D0%B0_%D0%B0%D0%BB%D1%8C%D1%84%D0%B0","","","https://en.wikipedia.org/wiki/Cerliponase_alfa",""
"Q44822059","","Аминептин","Amineptine","amineptine","[]","[]","[]","['Survector']","CHEMBL418995","32499","","","https://fr.wikipedia.org/wiki/Amineptine","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D0%BD%D0%B5%D0%BF%D1%82%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Amineptine",""
"Q48564242","","","","epinephrine / prilocaine","[]","[]","[]","[]","","","","","","","",""
"Q48566623","","","","dexamethasone / tobramycin","[]","[]","[]","[]","","","","","","","",""
"Q48566664","","","","fexofenadine / pseudoephedrine","[]","[]","[]","[]","","","","","","","",""
"Q48566674","","","","bupivacaine / epinephrine","[]","[]","[]","[]","","","","","","","",""
"Q48566672","","","","chlorpheniramine / hydrocodone / pseudoephedrine","[]","[]","[]","[]","","","","","","","",""
"Q48566676","","","","aspirin / butalbital / caffeine","[]","[]","[]","[]","","","","","","","",""
"Q48566694","","","","hydrochlorothiazide / valsartan","[]","[]","[]","[]","","","","","","","",""
"Q48566704","","","","insulin glargine / lixisenatide","[]","[]","[]","[]","","","A10AE54","","","","",""
"Q48566727","","","","estradiol / norethindrone","[]","[]","[]","[]","","","","","","","",""
"Q48566750","","","","dutasteride / tamsulosin","[]","[]","[]","[]","","","G04CA52","","","","",""
"Q48566749","","","","acetaminophen / hydrocodone","[]","[]","[]","[]","","","","","","","",""
"Q48566754","","","","prednisolone / sulfacetamide","[]","[]","[]","[]","","","","","","","",""
"Q48566752","","","","fluocinolone / hydroquinone / tretinoin","[]","[]","[]","[]","","","","","","","",""
"Q48566764","","","","p-hydroxyamphetamine / tropicamide","[]","[]","[]","[]","","","","","","","",""
"Q48566792","","","","oxymetazoline / tetracaine","[]","[]","[]","[]","","","","","","","",""
"Q48566808","","","","amlodipine / atorvastatin","[]","[]","[]","[]","","","C10BX03","","","","",""
"Q48970976","Вестронідаза альфа","Вестронидаза альфа","vestronidase alfa","vestronidase alfa","[]","[]","[]","['ميبسيفي']","","","A16AB18","https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D1%82%D1%80%D0%BE%D0%BD%D1%96%D0%B4%D0%B0%D0%B7%D0%B0_%D0%B0%D0%BB%D1%8C%D1%84%D0%B0","","https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%B4%D0%B0%D0%B7%D0%B0_%D0%B0%D0%BB%D1%8C%D1%84%D0%B0","https://en.wikipedia.org/wiki/Vestronidase_alfa",""
"Q54086381","","","","amyl nitrites","[]","[]","[]","['amyl nitrite mixture']","","","","","","","",""
"Q54558525","","","","","[]","[]","[]","[]","","","","","","","",""
"Q56883537","","","","beta3-adrenergic agonist","[]","[]","[]","['β3 adrenergic receptor agonist', 'β3-adrenergic agonist', 'β3-adrenoceptor agonist', 'β3-AR agonist']","","","","","","","https://en.wikipedia.org/wiki/Beta3-adrenergic_agonist",""
"Q59420980","","Конфумин","","Confumin","[]","[]","[]","[]","","","","","","https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%84%D1%83%D0%BC%D0%B8%D0%BD","",""
"Q60193321","","Альфатрадиол","","alfatradiol","[]","[]","[]","[]","","","","","","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D1%84%D0%B0%D1%82%D1%80%D0%B0%D0%B4%D0%B8%D0%BE%D0%BB","https://en.wikipedia.org/wiki/Alfatradiol",""
"Q60312021","","","","pinacidil monohydrate","[]","[]","[]","[]","","34923","","","","","",""
"Q60785565","","","","camrelizumab","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Camrelizumab",""
"Q65061097","","","","UB-421","[]","[]","[]","['UB421']","","","","","","","https://en.wikipedia.org/wiki/UB-421",""
"Q75110171","","","","ambrosia and nectar","[]","[]","[]","[]","","","","","","","",""
"Q76797798","","Атогепант","Atogepant","atogepant","[]","[]","[]","[""(3S)-N-[(3S,5S,6R)-6-methyl-2-oxo-1-(2,2,2-trifluoroethyl)-5-(2,3,6-trifluorophenyl)piperidin-3-yl]-2-oxospiro[1H-pyrrolo[2,3-b]pyridine-3,6'-5,7-dihydrocyclopenta[b]pyridine]-3'-carboxamide"", 'AGN-241689', 'MK-8031', 'Qulipta']","CHEMBL3991065","","","","https://fr.wikipedia.org/wiki/Atogepant","https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%BE%D0%B3%D0%B5%D0%BF%D0%B0%D0%BD%D1%82","https://en.wikipedia.org/wiki/Atogepant",""
"Q78986902","","","","","[]","[]","[]","[]","","","","","","","",""
"Q82856727","","","tioclomarol","tioclomarol","[]","[]","[]","['Apegmone', '3-[3-(4-chlorophenyl)-1-(5-chlorothiophen-2-yl)-3-hydroxypropyl]-4-hydroxychromen-2-one']","CHEMBL2105401","135730","B01AA11","","","","https://en.wikipedia.org/wiki/Tioclomarol",""
"Q84354937","","","","Factorate","[]","[]","[]","[]","","","","","","","",""
"Q84590794","","","association d'antibiotiques","combinations of different antibiotics","[]","[]","[]","[]","","","S01AA30","","","","",""
"Q95992717","","","pepsine","pepsin","[]","[]","[""pepsine d'origine porcine""]","['pepsin A', 'industrial pepsin']","","","A09AA03","","","","",""
"Q98523655","","","","crotalidae immune F(ab’)2 (equine)","[]","[]","[]","['Anavip', 'pit viper (Crotalinae) immune globulin antivenin (equine)']","","","","","","","https://en.wikipedia.org/wiki/Anavip",""
"Q104178616","","","","lirentelimab","[]","[]","[]","['AK002']","CHEMBL4297878","","","","","","https://en.wikipedia.org/wiki/Lirentelimab",""
"Q104529366","","","","berotralstat","[]","[]","[]","['Orladeyo', 'BCX7353']","","","","","","","https://en.wikipedia.org/wiki/Berotralstat",""
"Q105091132","","","Donanemab","donanemab","[]","[]","[]","['LY3002813']","","","","","https://fr.wikipedia.org/wiki/Donanemab","","https://en.wikipedia.org/wiki/Donanemab",""
"Q106636506","","","","bifarcept","[]","[]","[]","['Receptor, interferon α/β (human isoform p40 precursor)']","","","","","","","",""
"Q106641607","","","","lanoteplase","[]","[]","[]","['BMS-200980', 'SUN 9216', 'SUN-9216']","","","","","","","",""
"Q106649696","","","","emapticap pegol","[]","[]","[]","['NOX-E36']","","","","","","","",""
"Q106715120","","","","astodrimer","[]","[]","[]","['VivaGel']","","","","","","","",""
"Q106715206","","","","mirococept","[]","[]","[]","['APT 070', 'APT070', 'APT-070']","","","","","","","",""
"Q107213718","","","héparine sodique","HEPARIN SODIUM","[]","[]","[]","[]","","","","","","","",""
"Q107400407","","","","MDR-101","[]","[]","[]","[]","","","","","","","",""
"Q107400404","","","","FCX-007","[]","[]","[]","['dabocemagene autoficel']","","","","","","","",""
"Q108081078","","","","magnesium oxybate","[]","[]","[]","['magnesium bis(4-hydroxybutanoate)']","","","","","","","",""
"Q108081092","","","","potassium oxybate","[]","[]","[]","['potassium 4-hydroxybutanoate']","","","","","","","",""
"Q108291908","","","","lonapegsomatropin","[]","[]","[]","['lonapegsomatropin-tcgd', 'Skytrofa']","","","","","","","https://en.wikipedia.org/wiki/Lonapegsomatropin",""
"Q108588304","","","bésilate de rasagiline","rasagiline besylate","[]","[]","[]","[]","","","","","","","",""
"Q108887202","","","","atidarsagene autotemcel","[]","[]","[]","['Libmeldy', 'GSK 2696274']","","","","","","","https://en.wikipedia.org/wiki/Atidarsagene_autotemcel",""
"Q108990252","","","","TAK-994","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/TAK-994",""
"Q109038733","","","hélicidine","helicidine","[]","[]","[]","[]","","","","","https://fr.wikipedia.org/wiki/H%C3%A9licidine","","",""
"Q109908156","","","isomyrtol","isomyrtol","[]","[]","[]","[]","","","","","","","",""
"Q109908405","","","lonoctocog alfa","lonoctocog alfa","[]","[]","[]","[]","","","","","","","",""
"Q109913125","","","","alfimeprase","[]","[]","[]","[]","","","","","","","",""
"Q109979623","","","NONACOG BÊTA PÉGOL","nonacog beta pegol","[]","[]","[]","['N9-GP', 'coagulation factor IX (recombinant), glycopegylated']","","","","","","","",""
"Q110060693","","","","pyrilutamide","[]","[]","[]","['KX-826']","","","","","","","https://en.wikipedia.org/wiki/Pyrilutamide",""
"Q110190949","","","chlorure de méthylbenzéthonium","methylbenzethonium chloride","[]","[]","[]","[]","","","","","","","",""
"Q110220159","","","","somatrogon","[]","[]","[]","['MOD-4023', 'Ngenla']","","","","","","","https://en.wikipedia.org/wiki/Somatrogon",""
"Q110271677","","","","efgartigimod alfa","[]","[]","[]","['Vyvgart', 'ARGX-113', 'efgartigimod alfa-fcab']","","","","","","","https://en.wikipedia.org/wiki/Efgartigimod_alfa",""
"Q110392429","","","","ecogramostim","[]","[]","[]","[]","","","","","","","",""
"Q3133417","","","Herbe des Jésuites","Jesuit's bark","[]","[]","[]","['Cinchona bark', 'cinchona bark']","","","","","https://fr.wikipedia.org/wiki/Herbe_des_j%C3%A9suites","","https://en.wikipedia.org/wiki/Jesuit%27s_bark",""
"Q3215910","","Лактукарий","Lactucarium","Lactucarium","[]","[]","[]","[]","","","","","https://fr.wikipedia.org/wiki/Lactucarium","https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BA%D1%82%D1%83%D0%BA%D0%B0%D1%80%D0%B8%D0%B9","https://en.wikipedia.org/wiki/Lactucarium",""
"Q7428510","","saw palmetto","","saw palmetto extract","[]","[]","[]","['Saw palmetto extract']","","","","","","","https://en.wikipedia.org/wiki/Saw_palmetto_extract",""
"Q27584859","","","","Armeniacae Semen","[]","[]","[]","['Prunus armeniaca', 'apricot kernel']","","","","","","","",""
"Q27587290","","","","Asiasari Radix","[]","[]","[]","['asiasarum root', 'Chinese wild ginger root']","","","","","","","",""
"Q27613853","","","","Coicis Semen","[]","[]","[]","['coix seed', ""Job's tears seed""]","","","","","","","",""
"Q27620177","","","","Cyperi Rhizoma","[]","[]","[]","['cyperus rhizome', 'nut-grass rhizome']","","","","","","","",""
"Q27626767","","","","Evodiae Fructus","[]","[]","[]","['Tetradii Fructus', 'evodia fruit']","","","","","","","",""
"Q27650020","","","","Moutan Cortex","[]","[]","[]","['moutan bark', 'Paeoniae Moutan Cortex', 'tree peony bark']","","","","","","","",""
