"atc_classification","activeingredient","activeingredient_cy","brandname_uk_cy","brandname_uk_lat","manufacturer","dosage_cy","dosage","info_uk","brandname_uk_lat_translit","brandname_uk_lat_merge"
"C09CA03","['Valsartan']","['Bалсартан']","КАРДОПАН‐ САНОВЕЛЬ","CARDOPAN‐ SANOVEL","Сановель Іляч Санаі ве Тиджарет А.Ш., Туреччина","['таблетки, по 80 мг 160 мг 320 мг']","['tablets, 80 mg 160 mg 320 mg']","https://mozdocs.kiev.ua/likiview.php?id=45253","KARDOPAN‐ SANOVEL'","CARDOPAN‐ SANOVEL"
"C09CA03","['Valsartan']","['Bалсартан']","КОРСАР®","nan","Сановель Іляч Санаі ве Тиджарет А.Ш., Туреччина","['таблетки, по 80 мг 160 мг 320 мг']","['tablets, 80 mg 160 mg 320 mg']","https://mozdocs.kiev.ua/likiview.php?id=45253","KORSAR®","nan"
"C09CA03","['Valsartan']","['Bалсартан']","САКОРД","SAKORD","БАЛКАНФАРМА‐ ДУПНИЦЯ АД, Болгарія","['таблетки, по 160 мг 80 мг']","['tablets, 160 mg 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=45253","SAKORD","SAKORD"
"C09CA04","['Irbesartan']","['Ірбесартан']","РОТАЗАР","ROTAZAR","УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ. А.Ш.","['таблетки, по 150 мг 300 мг 75 мг']","['tablets, 150 mg 300 mg 75 mg']","https://mozdocs.kiev.ua/likiview.php?id=44235","ROTAZAR","ROTAZAR"
"C09CA04","['Irbesartan']","['Ірбесартан']","КОНВЕРІУМ","CONVERIUM","Медокемі ЛТД, Кіпр","['таблетки, по 150 мг 300 мг']","['tablets, 150 mg 300 mg']","https://compendium.com.ua/info/173335/konverium/","KONVERІUM","CONVERIUM"
"C09CA04","['Irbesartan']","['Ірбесартан']","АПРОВЕЛЬ®","APROVEL®","Санофі Вінтроп Індастріа, Франція","['таблетки, по 150 мг 300 мг']","['tablets, 150 mg  300 mg']","https://mozdocs.kiev.ua/likiview.php?id=42270","APROVEL'®","APROVEL®"
"C09CA04","['Irbesartan']","['Ірбесартан']","ІРБЕТАН","IRBETAN","ПАТ ""Київський вітамінний завод"", м. Київ, Україна","['таблетки, по 300 мг']","['tablets, 300 mg']","https://compendium.com.ua/info/170886/99288/","ІRBETAN","IRBETAN"
"C09CA06","['Candesartan']","['Кандесартан']","АЙРА–САНОВЕЛЬ","AYRA–SANOVEL","Сановель Іляч Санаі ве Тиджарет А.Ш., Туреччина","['таблетки, по 8 мг 16 мг']","['tablets , 8 mg 16 mg']","https://mozdocs.kiev.ua/likiview.php?id=48929","AJRA–SANOVEL'","AYRA–SANOVEL"
"C09CA06","['Candesartan']","['Кандесартан']","АТАКАНД","ATACAND®","АстраЗенека АБ, Швеція","['таблетки, по 16 мг 8 мг']","['tablets , 16 mg 8 mg']","https://mozdocs.kiev.ua/likiview.php?id=48929","ATAKAND","ATACAND®"
"C09CA06","['Candesartan']","['Кандесартан']","КАНДЕКОР®","CANDECOR®","КРКА, д.д., Ново место, Словенія","['таблетки, по 4 мг 8 мг 16 мг 32 мг']","['tablets, 4 mg 8 mg 16 mg 32 mg']","https://mozdocs.kiev.ua/likiview.php?id=48929","KANDEKOR®","CANDECOR®"
"C09CA06","['Candesartan']","['Кандесартан']","КАНДЕСАР","CANDESAR","Сан Фармасьютикал Індастріз Лімітед, Індія","['таблетки, по 4 мг 8 мг 16 мг 32 мг']","['tablets, 4 mg 8 mg 16 mg 32 mg']","https://mozdocs.kiev.ua/likiview.php?id=48929","KANDESAR","CANDESAR"
"C09CA06","['Candesartan']","['Кандесартан']","КАНТАБ","CANTAB","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш., Туреччина","['таблетки, по 8 мг 16 мг 32 мг']","['tablets, 8 mg 16 mg 32 mg']","https://mozdocs.kiev.ua/likiview.php?id=48929","KANTAB","CANTAB"
"C09CA06","['Candesartan']","['Кандесартан']","КАРЗАП®","CARZAP®","ТОВ ""Зентіва"", Чеська Республіка","['таблетки, по 16 мг 8 мг']","['tablets, 16 mg 8 mg']","https://mozdocs.kiev.ua/likiview.php?id=48929","KARZAP®","CARZAP®"
"C09CA06","['Candesartan']","['Кандесартан']","КАСАРК®","CASARK","ПАТ ""Київмедпрепарат"", м. Київ, Україна","['таблетки, по 32 мг 16 мг 8 мг']","['tablets, 32 mg 16 mg 8 mg']","https://mozdocs.kiev.ua/likiview.php?id=48929","KASARK®","CASARK"
"C09CA07","['Telmisartan']","['Телмісартан']","АРБИТЕЛЬ","ARBITEL","Мікро Лабс Лімітед, Індія","['таблетки, по 80 мг 40 мг 20 мг']","['tablets , 80 mg 40 mg 20 mg']","https://compendium.com.ua/info/375528/778851/","ARBITEL'","ARBITEL"
"C09CA08","['Оlmesartan medoxomil']","['Олмесартану медоксоміл']","КАРДОСАЛ® 10 МГ; КАРДОСАЛ® 20 МГ; КАРДОСАЛ®40 МГ;","CARDOSAL® 10 MG; CARDOSAL® 20 MG; CARDOSAL® 40 MG;","Даічі Санкіо Юроуп ГмбХ, Німеччина / БЕРЛІН‐ХЕМІ АГ, Німеччина","['таблетки, по 10 мг 20 мг 40 мг']","['tablets, 10 mg 20 mg 40 mg']","https://compendium.com.ua/info/170888/kardosal‐sup‐sup‐/","KARDOSAL® 10 MG; KARDOSAL® 20 MG; KARDOSAL®40 MG;","CARDOSAL® 10 MG; CARDOSAL® 20 MG; CARDOSAL® 40 MG;"
"C09CA08","['Olmesartan medoxomil']","['Олмесартану медоксоміл']","ОЛЕМБІК‐20; ОЛЕМБІК‐40;","ОLЕМВІC‐20; ОLЕМВІC‐40;","""Алємбік Фармасютікелс Лімітед, Індія""","['таблетки, по 40 мг 20 мг']","['tablets, 40 mg  20 mg']","https://mozdocs.kiev.ua/likiview.php?id=46873","OLEMBІK‐20; OLEMBІK‐40;","ОLЕМВІC‐20; ОLЕМВІC‐40;"
"C09CA08","['Olmesartan medoxomil']","['Олмесартану медоксоміл']","ОЛІМЕСТРА®","OLIMESTRA","КРКА, д.д., Ново место, Словенія","['таблетки, по 10 мг 20 мг 40 мг']","['tablets, 10 mg 20 mg 4 0 mg']","https://mozdocs.kiev.ua/likiview.php?id=43932","OLІMESTRA®","OLIMESTRA"
"C09CA07","['Telmisartan']","['Телмісартан']","ТЕЛМІСАРТАН‐ТЕВА","TELMISARTAN‐TEVA","АТ Фармацевтичний завод ТЕВА, Угорщина","['таблетки, по 80 мг']","['tablets, 80 mg']","https://compendium.com.ua/info/255295/telmisartan‐teva/","TELMІSARTAN‐TEVA","TELMISARTAN‐TEVA"
"C09CA07","['Telmisartan']","['Телмісартан']","МІКАРДИС®","MICARDIS®","Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ, Нiмеччина","['таблетки по 80 мг']","['80 mg tablets']","https://compendium.com.ua/info/166513/39940/","MІKARDIS®","MICARDIS®"
"C09CA07","['Telmisartan']","['Телмісартан']","ТЕЛМІЛАКС","TELMILAX","ЛАБОРАТОРІО ДР. Ф. ЕЧЕВАРНЕ, АНАЛІСІС, С.А.","['таблетки, по 20 мг 40 мг 80 мг']","['tablets, 20 mg 40 mg 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=47492","TELMІLAKS","TELMILAX"
"C09CA07","['Telmisartan']","['Телмісартан']","ТЕЛМІНОРМ‐80","TELMINORM‐80","Іпка Лабораторіз Лтд., Індія","['таблетки, по 80 мг']","['tablets, 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=47492","TELMІNORM‐80","TELMINORM‐80"
"C09CA07","['Telmisartan']","['Телмісартан']","ТЕЛМІСТА","TELMISTA®","КРКА, д.д., Ново место, Словенія","['таблетки, по 20 мг 40 мг 80 мг']","['tablets, 20 mg 40 mg 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=47492","TELMІSTA","TELMISTA®"
"C09CA07","['Telmisartan']","['Телмісартан']","ТЕЛНОР","TELNOR","Гетеро Лабз Лімітед, Індія","['таблетки, по 20 мг 40 мг 80 мг']","['tablets, 20 mg 40 mg 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=47492","TELNOR","TELNOR"
"C09CA07","['Telmisartan']","['Телмісартан']","ТЕЛСАРТАН","TELSARTAN","Д‐р Редді’с Лабораторіс Лтд, Індія","['таблетки, по 40 мг 80 мг']","['tablets, 40 mg 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=47492","TELSARTAN","TELSARTAN"
"C09CA07","['Telmisartan']","['Телмісартан']","ХІПОТЕЛ","HYPOTEL®","ТОВ ""КУСУМ ФАРМ"", м. Суми, Україна","['таблетки, по 20 мг 40 мг 80 мг']","['tablets, 20 mg 40 mg 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=47492","HІPOTEL","HYPOTEL®"
"C09CA09","['Azilsartan medoxomil']","['Азилсартану медоксоміл']","ЕДАРБІТМ","EDARBI®","Такеда Фармасьютікал Компані Лімітед, Осака Плант, Японія / Такеда Ірландія Лтд, Ірландія","['таблетки, по 20 мг 40 мг 80 мг']","['tablets , 20 mg 40 mg 80 mg']","https://compendium.com.ua/info/220022/240671‐240672‐240673/","EDARBІTM","EDARBI®"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","ЛОЗАП® ПЛЮС","LOZAP® PLUS","ТОВ ""Зентіва"", Чеська Республіка","['таблетки, № 10']","['tablets, № 10']","https://compendium.com.ua/info/173621/lozap‐sup‐sup‐pljus/","LOZAP® PLJuS","LOZAP® PLUS"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","ЛОЗАРТАН ПЛЮС‐ ТЕВА","LOSARTAN PLUS‐ TEVA","АТ Фармацевтичний завод ТЕВА, Угорщина","['таблетки, по 100 мг/25 мг 50 мг/12,5 мг']","['tablets, 100 mg / 25 mg 50 mg / 12.5 mg']","https://compendium.com.ua/info/339263/lozartan‐pljus‐teva/","LOZARTAN PLJuS‐ TEVA","LOSARTAN PLUS‐ TEVA"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","ЛОРІСТА® Н","LORISTA® Н","КРКА, д.д., Ново место, Словенія","['таблетки, по 50 мг/12,5 мг']","['tablets, 50 mg / 12.5 mg']","https://compendium.com.ua/info/171747/98162‐98164‐98166/","LORІSTA® N","LORISTA® Н"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","ЛОРІСТА® Н 100","LORISTA® H 100","КРКА, д.д., Ново место, Словенія","['таблетки, по 100 мг/12,5 мг']","['tablets, 100 mg / 12.5 mg']","https://compendium.com.ua/info/171747/143997/","LORІSTA® N 100","LORISTA® H 100"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","ЛОРІСТА® НD","LORISTA® НD","КРКА, д.д., Ново место, Словенія","['таблетки, по 100 мг/25 мг']","['tablets, 100 mg / 25 mg']","https://compendium.com.ua/info/171747/98177/","LORІSTA® ND","LORISTA® НD"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","ЛОСАРТАН ПЛЮС","LOSARTAN PLUS","Актавіс Лтд, Мальта","['таблетки, по 100 мг/25 мг 50 мг/12,5 мг']","['tablets, 100 mg / 25 mg 50 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=46494","LOSARTAN PLJuS","LOSARTAN PLUS"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","КО‐СЕНТОР®","CO‐SENTOR®","ВАТ ""Гедеон Ріхтер"", Угорщина","['таблетки, по 100 мг/25 мг 50 мг/12,5 мг 100 мг/12,5 мг']","['tablets, 100 mg / 25 mg 50 mg / 12.5 mg 100 mg / 12.5 mg']","https://compendium.com.ua/info/172444/ko‐sentor/","KO‐SENTOR®","CO‐SENTOR®"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","САРТОКАД‐Н","SARTOKAD‐H","Джубілант Дженерікс Лімітед, Індія","['таблетки, по 100 мг/25 мг 50 мг/12,5 мг']","['tablets, 100 mg / 25 mg 50 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=50651","SARTOKAD‐N","SARTOKAD‐H"
"C09DA01","['Losartan', 'Diuretics']","['Лозартан', 'Гідрохлоротіазид']","ПРЕСАРТАН® Н‐50","РRЕSАRТАN® Н‐50","Іпка Лабораторіз Лімітед, Індія","['таблетки, по 50 мг/12,5 мг']","['tablets, 50 mg / 12.5 mg']","https://compendium.com.ua/info/167684/presartan‐sup‐sup‐/","PRESARTAN® N‐50","РRЕSАRТАN® Н‐50"
"C09DA03","['Valsartan', 'Diuretics (Valsartan', 'Hydrochlorothiazide)']","['Валсартану', 'Гідрохлоротіазид']","АДЕНІЗ‐Н","ADENIZ‐H","ТОВ Науково‐ виробнича фірма ""Мікрохім"", м. Рубіжне, Луганська обл., Україна","['таблетки, по 80 мг/12,5 мг 160 мг/25 мг 320 мг/25 мг 160 мг/12,5 мг 320 мг/12,5 мг']","['tablets, 80 mg / 12.5 mg 160 mg / 25 mg 320 mg / 25 mg 160 mg / 12.5 mg 320 mg / 12.5 mg']","https://compendium.com.ua/info/360698/adeniz‐n/","ADENІZ‐N","ADENIZ‐H"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","ВАЛСАР‐Н","VALSAR‐Н","Ауробіндо Фарма Лімітед ‐ Юніт VII","['таблетки, по 80 мг/12,5 мг 160 мг/25 мг:']","['tablets, 80 mg / 12.5 mg 160 mg / 25 mg:']","https://mozdocs.kiev.ua/likiview.php?id=39237","VALSAR‐N","VALSAR‐Н"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","ВАЛСАРТАН 160/ ГІДРОХЛОРОТІАЗИД 25 КРКА; ВАЛСАРТАН 160/ ГІДРОХЛОРОТІАЗИД 12,5 КРКА; ВАЛСАРТАН 320/ ГІДРОХЛОРОТІАЗИД 12,5 КРКА; ВАЛСАРТАН 320/ ГІДРОХЛОРОТІАЗИД 25 КРКА; ВАЛСАРТАН 80/ ГІДРОХЛОРОТІАЗИД 12,5 КРКА;","VALSARTAN 80/HYDROCHLOROT HIAZIDE 12,5 KRKA;¤ VALSARTAN 160/HYDROCHLOROT HIAZIDE 12,5 KRKA; VALSARTAN 160/HYDROCHLOROT HIAZIDE 25 KRKA; VALSARTAN 320/HYDROCHLOROT HIAZIDE 12,5 KRKA; VALSARTAN 320/HYDROCHLOROT HIAZIDE 25 KRKA;","КРКА, д.д., Ново место, Словенія","['таблетки, по 160 мг/25 мг']","['tablets, 160 mg / 25 mg']","https://mozdocs.kiev.ua/likiview.php?id=38133","VALSARTAN 160/ GІDROHLOROTІAZID 25 KRKA; VALSARTAN 160/ GІDROHLOROTІAZID 12,5 KRKA; VALSARTAN 320/ GІDROHLOROTІAZID 12,5 KRKA; VALSARTAN 320/ GІDROHLOROTІAZID 25 KRKA; VALSARTAN 80/ GІDROHLOROTІAZID 12,5 KRKA;","VALSARTAN 80/HYDROCHLOROT HIAZIDE 12,5 KRKA;¤ VALSARTAN 160/HYDROCHLOROT HIAZIDE 12,5 KRKA; VALSARTAN 160/HYDROCHLOROT HIAZIDE 25 KRKA; VALSARTAN 320/HYDROCHLOROT HIAZIDE 12,5 KRKA; VALSARTAN 320/HYDROCHLOROT HIAZIDE 25 KRKA;"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","ВАЛЬСАКОР® Н 80; ВАЛЬСАКОР® Н 160; ВАЛЬСАКОР® НD 160; ВАЛЬСАКОР® Н 320; ВАЛЬСАКОР® НD 320;","VALSACOR® H 80; VALSACOR® H 160; VALSACOR® HD 160; VALSACOR® H 320; VALSACOR® HD 320;","КРКА, д.д., Ново место, Словенія","['таблетки, по 160 мг/12,5 мг 80 мг/12,5 мг 320 мг/12,5 мг 320 мг/25 мг']","['tablets, 160 mg / 12.5 mg 80 mg / 12.5 mg 320 mg / 12.5 mg 320 mg / 25 mg']","https://compendium.com.ua/info/171995/123582‐199542/https://compendium.com.ua/info/171995/123576‐199541/https://compendium.com.ua/info/171995/188290/https://compendium.com.ua/info/171995/188288/","VAL'SAKOR® N 80; VAL'SAKOR® N 160; VAL'SAKOR® ND 160; VAL'SAKOR® N 320; VAL'SAKOR® ND 320;","VALSACOR® H 80; VALSACOR® H 160; VALSACOR® HD 160; VALSACOR® H 320; VALSACOR® HD 320;"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","ВАНАТЕКС КОМБІ","VANATEX COMBI","Фармацевтичний Завод «Польфарма» С. А., Польща","['таблетки, по 160 мг/12,5 мг 160 мг/25 мг 80 мг/12,5 мг']","['tablets, 160 mg / 12.5 mg 160 mg / 25 mg 80 mg / 12.5 mg']","https://compendium.com.ua/info/211114/vanateks‐kombi/","VANATEKS KOMBІ","VANATEX COMBI"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","ВАЛЬСАРІЯ Н","VALSARIA","Новартіс Фарма С.п.А., Словенія/ C.К. Сандоз С.Р.Л, Румунія","['таблетки, , по 160 мг/12,5 мг 80 мг/12,5 мг  160 мг/25 мг']","['tablets, 160 mg / 12.5 mg 80 mg / 12.5 mg 160 mg / 25 mg']","https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[37427","VAL'SARІJa N","VALSARIA"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","ДІОКОР 80; ДІОКОР 160;","DIOCOR 80; DIOCOR 160;","ТОВ ""Фарма Старт"", м.Київ, Україна","['таблетки, по 160 мг/12,5 мг 80 мг/12,5 мг']","['tablets, 160 mg / 12.5 mg 80 mg / 12.5 mg']","https://compendium.com.ua/info/200165/diokor‐160/","DІOKOR 80; DІOKOR 160;","DIOCOR 80; DIOCOR 160;"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","КО‐ДІОВАН®","CO‐DIOVAN®","Новартіс Фарма Штейн АГ, Швейцарія","['таблетки, по 80 мг/12,5 мг 160 мг/12,5 мг 160 мг/25 мг 320 мг/12,5 мг 320 мг/25 мг']","['tablets, 80 mg / 12.5 mg 160 mg / 12.5 mg 160 mg / 25 mg 320 mg / 12.5 mg 320 mg / 25 mg']","https://compendium.com.ua/info/167588/ko‐diovan‐sup‐sup‐/","KO‐DІOVAN®","CO‐DIOVAN®"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","КОРСАР® Н","CORSAR H","АТ ""Фармак""","['таблетки, по 160 мг/12,5 мг 160 мг/25 мг 320 мг/12,5 мг 320 мг/25 мг 80 мг/12,5 мг']","['tablets, 160 mg / 12.5 mg 160 mg / 25 mg 320 mg / 12.5 mg 320 mg / 25 mg 80 mg / 12.5 mg']","https://compendium.com.ua/info/167588/ko‐diovan‐sup‐sup‐/","KORSAR® N","CORSAR H"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлортіазид']","ТІАРА ДУО","TIARA DUO","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['таблетки, по 160 мг/12,5 мг 160 мг/25 мг 80/12,5 мг']","['tablets, 160 mg / 12.5 mg 160 mg / 25 mg 80 / 12.5 mg']","https://compendium.com.ua/info/326064/","TІARA DUO","TIARA DUO"
"C09DA03","['Valsartan', 'Diuretics']","['Валсартан', 'Гідрохлоротіазид']","САКОРД Н","SAKORD H","БАЛКАНФАРМА‐ ДУПНИЦЯ АД, Болгарія","['таблетки, по 160 мг/12,5 мг 80 мг/12,5 мг']","['tablets, 160 mg / 12.5 mg 80 mg / 12.5 mg']","https://compendium.com.ua/info/255366/","SAKORD N","SAKORD H"
"C09DA04","['Irbesartan', 'Diuretics']","['Ірбесартану', 'Гідрохлоротіазид']","ІРБАТАЛ‐H 150; ІРБАТАЛ‐H 300;","IRBATAL‐H 150; IRBATAL‐H 150;","""Алємбік Фармасютікелс Лімітед, Індія""","['таблетки по 150 мг/12,5 мг 300 мг/12,5 мг']","['tablets, 150 mg / 12.5 mg 300 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=46031","ІRBATAL‐H 150; ІRBATAL‐H 300;","IRBATAL‐H 150; IRBATAL‐H 150;"
"C09DA04","['Irbesartan', 'Diuretics']","['Ірбесартан', 'Гідрохлоротіазид']","ІРБЕТАН‐Н","IRBETAN‐H","АТ ""Київський вітамінний завод"", м.Київ, Україна","['таблетки, по 150 мг/12,5 мг 300 мг/12,5 мг']","['tablets, 150 mg / 12.5 mg 300 mg / 12.5 mg']","https://compendium.com.ua/info/220300/irbetan‐n/","ІRBETAN‐N","IRBETAN‐H"
"C09DA04","['Irbesartan', 'Diuretics']","['Ірбесартан', 'Гідрохлоротіазид']","ІСТАР H","ISTAR H","Люпін Лімітед, Індія","['таблетки, по 150 мг/12,5 мг 300 мг/12,5 мг 300 мг/25 мг']","['tablets, 150 mg / 12.5 mg 300 mg / 12.5 mg 300 mg / 25 mg']","https://mozdocs.kiev.ua/likiview.php?id=43225","ІSTAR H","ISTAR H"
"C09DA04","['Irbesartan', 'Diuretics']","['Ірбесартану', 'Гідрохлоротіазид']","КО‐ІРБЕСАН®","CO‐IRBESAN","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш., Туреччина","['таблетки, по 150 мг/12,5 мг 300 мг/12,5 мг']","['tablets, 150 mg / 12.5 mg 300 mg / 12.5 mg']","https://compendium.com.ua/info/173249/ko‐irbesan‐sup‐sup‐/","KO‐ІRBESAN®","CO‐IRBESAN"
"C09DA06","['Candesartan', 'Diuretics']","['Кандесартан', 'Гідрохлоротіазид']","АТАКАНД ПЛЮС","ATACAND® PLUS","АстраЗенека АБ, Швеція","['таблетки по 16 мг/12,5 мг']","['16 mg / 12.5 mg tablets']","https://compendium.com.ua/info/171322/atakand‐pljus/","ATAKAND PLJuS","ATACAND® PLUS"
"C09DA06","['Candesartan', 'Diuretics']","['Кандесартан', 'Гідрохлоротіазид']","КАНДЕКОР® Н 8; КАНДЕКОР® Н 16; КАНДЕКОР® Н 32; КАНДЕКОР® HD 32;","CANDECOR® H 8; CANDECOR® H 16; CANDECOR® H 32; CANDECOR® HD 32;","КРКА, д.д., Ново место, Словенія","['таблетки, по 8 мг/12,5 мг 16 мг/12,5 мг 32 мг/12,5 мг 32 мг/25 мг']","['tablets, 8 mg / 12.5 mg 16 mg / 12.5 mg 32 mg / 12.5 mg 32 mg / 25 mg']","https://mozdocs.kiev.ua/likiview.php?id=49296","KANDEKOR® N 8; KANDEKOR® N 16; KANDEKOR® N 32; KANDEKOR® HD 32;","CANDECOR® H 8; CANDECOR® H 16; CANDECOR® H 32; CANDECOR® HD 32;"
"C09DA06","['Candesartan', 'Diuretics']","['Кандесартан', 'Гідрохлоротіазид']","КАНТАБ ПЛЮС","СANTAB PLUS","НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш., Туреччина","['таблетки, по 16 мг/12,5 мг 32 мг/12,5 мг']","['tablets, 16 mg / 12.5 mg 32 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=49302","KANTAB PLJuS","СANTAB PLUS"
"C09DA06","['Candesartan', 'Diuretics']","['Кандесартан', 'Гідрохлоротіазид']","КАСАРК® H","CASARK H","Евертоджен Лайф Саєнсиз Лімітед, Індія","['таблетки по 16 мг/12,5 мг']","['tablets of 16 mg / 12.5 mg']","https://compendium.com.ua/info/200158/kasark‐sup‐sup‐hd/","KASARK® H","CASARK H"
"C09DA06","['Candesartan', 'Diuretics']","['Кандесартан', 'Гідрохлоротіазид']","КАСАРК® HD","CASARK HD","Евертоджен Лайф Саєнсиз Лімітед, Індія","['таблетки 32 мг/25 мг']","['tablets 32 mg / 25 mg']","https://compendium.com.ua/info/200158/kasark‐sup‐sup‐hd/","KASARK® HD","CASARK HD"
"C09DA07","['Telmisartan', 'Diuretics']","['Телмісартан', 'Гідрохлоротіазид;']","АРБИТЕЛЬ H","ARBITEL H","Мікро Лабс Лімітед, Індія","['таблетки, по 80 мг/12,5 мг 80 мг/25 мг 40 мг/12,5 мг']","['tablets, 80 mg / 12.5 mg 80 mg / 25 mg 40 mg / 12.5 mg']","https://compendium.com.ua/info/375532/arbitel_‐h/","ARBITEL' H","ARBITEL H"
"C09DA07","['Telmisartan', 'Diuretics']","['Телмісартан', 'Гідрохлортіазид']","ТЕЛМІСТА H 40; ТЕЛМІСТА H 80; ТЕЛМІСТА НD 80;","Telmista H 40; Telmista H 80; Telmista НD 80;","""Д‐р Реддіс Лабораторіс Лтд, Індія""","['таблетки, по 40 мг/12,5 мг, 80 мг/ 12,5 мг 80 мг/25,0 мг,']","['tablets, 40 mg / 12.5 mg 80 mg / 12.5 mg 80 mg / 25.0 mg']","https://compendium.com.ua/info/342938/377993/","TELMІSTA H 40; TELMІSTA H 80; TELMІSTA ND 80;","Telmista H 40; Telmista H 80; Telmista НD 80;"
"C09DA07","['Telmisartan', 'Diuretics']","['Телмісартан', 'Гідрохлортіазид']","ТЕЛМІЛАКС ПЛЮС","TELMILAX PLUS","ЛАБОРАТОРІО ДР. Ф. ЕЧЕВАРНЕ, АНАЛІСІС, С.А","['таблетки по 40 мг/12,5 мг 80 мг/25 мг 80 мг/12,5 мг']","['tablets, 40 mg / 12.5 mg  80 mg / 25 mg  80 mg / 12.5 mg']","https://mozdocs.kiev.ua/likiview.php?id=47495","TELMІLAKS PLJuS","TELMILAX PLUS"
"C09DA07","['Telmisartan', 'Diuretics']","['Телмісартан', 'Гідрохлортіазид']","ТЕЛПРЕС ПЛЮС","TELPRES PLUS","ЛАБОРАТОРІОС ЛІКОНСА, С.А., Іспанія/ЛАБОРАТОРІ О ДР. Ф. ЕЧЕВАРНЕ, АНАЛІСІС, С.А., Іспанія","['таблетки по 80 мг/25 мг 80 мг/12,5 мг']","['tablets, 80 mg / 25 mg  80 mg / 12.5 mg']","https://compendium.com.ua/info/341367/telpres‐pljus/","TELPRES PLJuS","TELPRES PLUS"
"C09DA07","['Telmisartan', 'Diuretics']","['Телмісартан', 'Гідрохлортіазид;']","ТЕЛСАРТАН ‐ Н","TELSARTAN ‐ H","""Д‐р Реддіс Лабораторіс Лтд, Індія""","['таблетки по 80 мг/12,5 мг']","['80 mg / 12.5 mg tablets']","https://compendium.com.ua/info/326473/telsartan‐h/","TELSARTAN ‐ N","TELSARTAN ‐ H"
"C09DA07","['Telmisartan', 'Diuretics']","['Телмісартан', 'Гідрохлортіазид']","МІКАРДИСПЛЮС®","MICARDISPLUS®","Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ, Нiмеччина","['таблетки, по 40 мг/12,5 мг 80 мг/12,5 мг']","['tablets, 40 mg / 12.5 mg 80 mg / 12.5 mg']","https://compendium.com.ua/info/167918/","MІKARDISPLJuS®","MICARDISPLUS®"
"nan","['nan']","['nan']","nan","nan","nan","['nan']","['nan']","mikardispljus‐sup‐sup‐/","nan","nan"
"C09DA07","['Telmisartan', 'Diuretics']","['Телмісартан', 'Гідрохлортіазид']","ІЗІКАРД® Н","IZICARD® Н","Евертоджен Лайф Саєнсиз Лімітед, Індія","['таблетки по 40 мг/12,5 мг 80 мг/12,5 мг 80 мг/25 мг']","['tablets, 40 mg / 12.5 mg 80 mg / 12.5 mg 80 mg / 25 mg']","https://mozdocs.kiev.ua/likiview.php?id=45967","ІZІKARD® N","IZICARD® Н"
