"rxcui","ingredient","ing_rxcui"
"311361","lodoxamide","52151"
"311369","ritonavir","85762"
"311369","lopinavir","195088"
"311372","loratadine","28889"
"311373","loratadine","28889"
"311376","lorazepam","6470"
"311381","loteprednol etabonate","52177"
"311382","loteprednol etabonate","52177"
"311385","loxapine","6475"
"311386","loxapine","6475"
"311406","mafenide","6572"
"311415","simethicone","9796"
"311415","magaldrate","29151"
"311422","magnesium chloride","6579"
"311425","magnesium gluconate","52358"
"311429","magnesium oxide","6582"
"311430","magnesium oxide","6582"
"311431","magnesium oxide","6582"
"311433","phenyltoloxamine","33408"
"311433","magnesium salicylate","52364"
"311446","mannitol","6628"
"311446","sorbitol","9945"
"311447","mannitol","6628"
"311448","mannitol","6628"
"311450","mannitol","6628"
"311451","mannitol","6628"
"311452","mannitol","6628"
"311486","meloxicam","41493"
"311487","melphalan","6718"
"311498","menthol","6750"
"311498","methyl salicylate","29787"
"311499","menthol","6750"
"311499","methyl salicylate","29787"
"311500","menthol","6750"
"311500","methyl salicylate","29787"
"311501","menthol","6750"
"311502","menthol","6750"
"311503","menthol","6750"
"311503","methyl salicylate","29787"
"311508","menthol","6750"
"311509","menthol","6750"
"311510","menthol","6750"
"311510","methyl salicylate","29787"
"311511","menthol","6750"
"311511","methyl salicylate","29787"
"311512","menthol","6750"
"311540","merbromin","6762"
"311550","mesalamine","52582"
"311573","methyl salicylate","29787"
"311573","methacholine","155080"
"311616","methenamine","6832"
"311616","sodium phosphate, monobasic","235496"
"311625","methotrexate","6851"
"311635","methyl salicylate","29787"
"311636","methyl salicylate","29787"
"311659","methylprednisolone","6902"
"311665","metipranolol","10824"
"311666","metoclopramide","6915"
"311668","metoclopramide","6915"
"311670","metoclopramide","6915"
"311671","metolazone","6916"
"311678","metronidazole","6922"
"311679","metronidazole","6922"
"311680","metronidazole","6922"
"311681","metronidazole","6922"
"311683","metronidazole","6922"
"311700","midazolam","6960"
"311702","midazolam","6960"
"311704","mifepristone","6964"
"311714","heavy mineral oil","258439"
"311723","minoxidil","6984"
"311724","minoxidil","6984"
"311725","mirtazapine","15996"
"311726","mirtazapine","15996"
"311727","misoprostol","42331"
"311753","mometasone","108118"
"311759","montelukast","88249"
"311787","moxifloxacin","139462"
"311877","mupirocin","42372"
"311878","mupirocin","42372"
"311880","mycophenolate mofetil","68149"
"311881","mycophenolate mofetil","68149"
"311888","neomycin","7299"
"311888","polymyxin B","8536"
"311888","prednisolone","8638"
"311891","nabilone","31447"
"311892","nabumetone","31448"
"311893","nabumetone","31448"
"311913","naproxen","7258"
"311915","naproxen","7258"
"311918","naratriptan","141366"
"311919","nateglinide","274332"
"311924","nelfinavir","134527"
"311928","neomycin","7299"
"311935","neostigmine","7315"
"311936","neostigmine","7315"
"311943","nevirapine","53654"
"311944","niacin","7393"
"311948","niacin","7393"
"311948","riboflavin","9346"
"311948","thiamine","10454"
"311955","niacin","7393"
"311959","niacin","7393"
"311960","niacin","7393"
"311963","niacin","7393"
"311965","niacinamide","7405"
"311975","nicotine","7407"
"311982","nilutamide","31805"
"311984","nisoldipine","7435"
"311985","nisoldipine","7435"
"311989","nitrofurantoin","7454"
"311994","nitrofurantoin","7454"
"311995","nitrofurantoin","7454"
"311998","nitrogen","7456"
"312004","nitroglycerin","4917"
"312013","nitroglycerin","4917"
"312018","nitroglycerin","4917"
"312020","nitroglycerin","4917"
"312022","nitrous oxide","7486"
"312025","nizatidine","42319"
"312028","nonoxynol-9","53750"
"312029","nonoxynol-9","53750"
"312033","ethinyl estradiol","4124"
"312033","norethindrone","7514"
"312036","nortriptyline","7531"
"312055","nystatin","7597"
"312058","nystatin","7597"
"312059","nystatin","7597"
"312065","colloidal oatmeal","221082"
"312068","octreotide","7617"
"312069","octreotide","7617"
"312070","octreotide","7617"
"312071","octreotide","7617"
"312075","ofloxacin","7623"
"312076","olanzapine","61381"
"312077","olanzapine","61381"
"312078","olanzapine","61381"
"312079","olanzapine","61381"
"312084","ondansetron","26225"
"312085","ondansetron","26225"
"312086","ondansetron","26225"
"312087","ondansetron","26225"
"312104","belladonna alkaloids","1359"
"312104","opium","7676"
"312107","belladonna alkaloids","1359"
"312107","opium","7676"
"312109","oprelvekin","139994"
"312122","oseltamivir","260101"
"312127","oxacillin","7773"
"312128","oxacillin","7773"
"312132","oxaprozin","32613"
"312134","oxazepam","7781"
"312136","oxcarbazepine","32624"
"312137","oxcarbazepine","32624"
"312138","oxcarbazepine","32624"
"312139","oxiconazole","32638"
"312140","oxiconazole","32638"
"312172","oxygen","7806"
"312173","oxygen","7806"
"312174","oxygen","7806"
"312175","oxygen","7806"
"312181","oxyquinoline","110"
"312186","oxytetracycline","7821"
"312186","polymyxin B","8536"
"312199","paclitaxel","56946"
"312223","4-aminobenzoic acid","74"
"312242","paroxetine","32937"
"312255","penciclovir","59839"
"312289","naloxone","7242"
"312289","pentazocine","8001"
"312301","pentoxifylline","8013"
"312347","phenelzine","8123"
"312357","phenobarbital","8134"
"312362","phenobarbital","8134"
"312370","phenobarbital","8134"
"312390","phenylalanine","8156"
"312398","phenylephrine","8163"
"312424","vitamin K1","8308"
"312439","pimozide","8331"
"312440","pioglitazone","33738"
"312441","pioglitazone","33738"
"312447","piperacillin","8339"
"312447","tazobactam","37617"
"312454","piperonyl butoxide","8345"
"312454","pyrethrins","8991"
"312466","podofilox","8463"
"312468","podophyllin","8462"
"312504","potassium chloride","8591"
"312507","potassium chloride","8591"
"312515","potassium chloride","8591"
"312521","potassium chloride","8591"
"312529","potassium chloride","8591"
"312539","potassium iodide","8597"
"312541","potassium iodide","8597"
"312544","potassium nitrate","34316"
"312552","potassium phosphate","34322"
"312552","sodium phosphate, monobasic","235496"
"312556","povidone-iodine","8611"
"312562","povidone-iodine","8611"
"312563","povidone-iodine","8611"
"312564","povidone-iodine","8611"
"312570","povidone-iodine","8611"
"312576","pralidoxime","34345"
"312593","prazosin","8629"
"312594","prazosin","8629"
"312614","prednisolone","8638"
"312615","prednisone","8640"
"312617","prednisone","8640"
"312635","prochlorperazine","8704"
"312641","progesterone","8727"
"312643","progesterone","8727"
"312644","progesterone","8727"
"312645","progesterone","8727"
"312733","pyrantel","8984"
"312736","pyridoxine","684879"
"312741","pyrogallol","9022"
"312743","quetiapine","51272"
"312744","quetiapine","51272"
"312745","quetiapine","51272"
"312748","quinapril","35208"
"312749","quinapril","35208"
"312750","quinapril","35208"
"312773","ranitidine","9143"
"312793","sulfur","10223"
"312793","resorcinol","35382"
"312817","ribavirin","9344"
"312818","ribavirin","9344"
"312821","rifampin","9384"
"312828","risperidone","35636"
"312829","risperidone","35636"
"312830","risperidone","35636"
"312831","risperidone","35636"
"312832","risperidone","35636"
"312835","rivastigmine","183379"
"312836","rivastigmine","183379"
"312837","rizatriptan","88014"
"312839","rizatriptan","88014"
"312840","rizatriptan","88014"
"312845","ropinirole","72302"
"312846","ropinirole","72302"
"312847","ropinirole","72302"
"312849","ropinirole","72302"
"312859","rosiglitazone","84108"
"312860","rosiglitazone","84108"
"312872","sacrosidase","214817"
"312877","salicylic acid","9525"
"312877","thiosulfate","1546411"
"312880","salicylic acid","9525"
"312881","salicylic acid","9525"
"312882","salicylic acid","9525"
"312884","salicylic acid","9525"
"312884","sulfur","10223"
"312887","salicylic acid","9525"
"312888","salicylic acid","9525"
"312889","salicylic acid","9525"
"312889","sulfur","10223"
"312891","salicylic acid","9525"
"312893","salicylic acid","9525"
"312899","salsalate","36108"
"312903","sargramostim","69634"
"312910","scopolamine","9601"
"312914","secobarbital","9624"
"312935","sennosides, USP","36387"
"312938","sertraline","36437"
"312940","sertraline","36437"
"312941","sertraline","36437"
"312950","sildenafil","136411"
"312952","silver nitrate","9789"
"312954","silver nitrate","9789"
"312955","silver nitrate","9789"
"312957","simethicone","9796"
"312961","simvastatin","36567"
"312962","simvastatin","36567"
"312965","sodium acetate","56443"
"312969","ascorbic acid","1151"
"312973","sodium bicarbonate","36676"
"312988","sodium chloride","9863"
"312990","sodium chloride","9863"
"312997","sodium chloride","9863"
"313000","sodium chloride","9863"
"313002","sodium chloride","9863"
"313009","sodium chloride","9863"
"313016","sodium chloride","9863"
"313029","sodium fluoride","9873"
"313036","sodium fluoride","9873"
"313037","sodium fluoride","9873"
"313048","hypochlorite","1483317"
"313049","hypochlorite","1483317"
"313072","sodium polystyrene sulfonate","56512"
"313090","sorbitol","9945"
"313091","sorbitol","9945"
"313092","sorbitol","9945"
"313096","spironolactone","9997"
"313107","stavudine","59763"
"313108","stavudine","59763"
"313109","stavudine","59763"
"313110","stavudine","59763"
"313115","streptomycin","10109"
"313123","sucralfate","10156"
"313125","sulconazole","37319"
"313134","sulfamethoxazole","10180"
"313134","trimethoprim","10829"
"313137","sulfamethoxazole","10180"
"313137","trimethoprim","10829"
"313142","sulfasalazine","9524"
"313147","sulfur","10223"
"313148","sulfur","10223"
"313152","sulfur","10223"
"313159","sumatriptan","37418"
"313160","sumatriptan","37418"
"313161","sumatriptan","37418"
"313165","sumatriptan","37418"
"313189","tacrolimus","42316"
"313190","tacrolimus","42316"
"313195","tamoxifen","10324"
"313199","tazarotene","83947"
"313200","tazarotene","83947"
"313201","tazarotene","83947"
"313209","temozolomide","37776"
"313210","temozolomide","37776"
"313211","temozolomide","37776"
"313212","tenecteplase","259280"
"313213","teniposide","10362"
"313215","terazosin","37798"
"313217","terazosin","37798"
"313219","terazosin","37798"
"313222","terbinafine","37801"
"313226","terconazole","37806"
"313227","terconazole","37806"
"313233","testosterone","10379"
"313246","tetracaine","10391"
"313263","theophylline","10438"
"313264","theophylline","10438"
"313272","theophylline","10438"
"313284","theophylline","10438"
"313285","theophylline","10438"
"313291","theophylline","10438"
"313297","theophylline","10438"
"313306","theophylline","10438"
"313310","theophylline","10438"
"313323","thiamine","10454"
"313324","thiamine","10454"
"313326","thiamine","10454"
"313354","thioridazine","10502"
"313361","thiothixene","10510"
"313362","thiothixene","10510"
"313364","thiothixene","10510"
"313366","thiothixene","10510"
"313385","thyroid (USP)","10572"
"313386","thyroid (USP)","10572"
"313387","thyroid (USP)","10572"
"313389","thyroid (USP)","10572"
"313391","thyroid (USP)","10572"
"313393","thyroid (USP)","10572"
"313396","thyroid (USP)","10572"
"313406","ticlopidine","10594"
"313407","timolol","10600"
"313408","timolol","10600"
"313412","tizanidine","57258"
"313413","tizanidine","57258"
"313414","tobramycin","10627"
"313415","tobramycin","10627"
"313416","tobramycin","10627"
"313420","tolnaftate","10637"
"313421","tolnaftate","10637"
"313422","tolnaftate","10637"
"313423","tolnaftate","10637"
"313428","toremifene","38409"
"313447","tranylcypromine","10734"
"313450","tretinoin","10753"
"313451","tretinoin","10753"
"313453","tretinoin","10753"
"313472","trientine","10798"
"313477","trifluridine","10803"
"313482","trilostane","38668"
"313496","trimipramine","10834"
"313498","trimipramine","10834"
"313499","trimipramine","10834"
"313518","trolamine salicylate","38866"
"313519","trolamine salicylate","38866"
"313521","tropicamide","10869"
"313525","tryptophan","10898"
"313532","purified protein derivative of tuberculin","8948"
"313552","undecylenate","314881"
"313554","urea","11002"
"313564","valacyclovir","73645"
"313565","valacyclovir","73645"
"313566","valganciclovir","275891"
"313567","valrubicin","31435"
"313570","vancomycin","11124"
"313571","vancomycin","11124"
"313572","vancomycin","11124"
"313578","vasopressin (USP)","11149"
"313580","venlafaxine","39786"
"313581","venlafaxine","39786"
"313582","venlafaxine","39786"
"313583","venlafaxine","39786"
"313584","venlafaxine","39786"
"313585","venlafaxine","39786"
"313586","venlafaxine","39786"
"313595","verteporfin","118886"
"313599","ascorbic acid","1151"
"313599","cholecalciferol","2418"
"313599","vitamin A","11246"
"313634","ascorbic acid","1151"
"313634","folic acid","4511"
"313634","ferrous sulfate","24947"
"313638","vitamin A","11246"
"313641","vitamin A","11246"
"313643","vitamin A","11246"
"313650","vitamin A","11246"
"313652","vitamin A","11246"
"313653","vitamin A","11246"
"313654","vitamin A","11246"
"313656","vitamin A","11246"
"313713","vitamin E","11256"
"313758","zafirlukast","114970"
"313761","zaleplon","74667"
"313762","zaleplon","74667"
"313770","zinc sulfate","39954"
"313773","zinc sulfate","39954"
"313774","zinc sulfate","39954"
"313776","ziprasidone","115698"
"313777","ziprasidone","115698"
"313778","ziprasidone","115698"
"313782","acetaminophen","161"
"313784","acetaminophen","161"
"313784","pamabrom","54365"
"313786","acetic acid","168"
"313786","hydrocortisone","5492"
"313797","amoxicillin","723"
"313800","ampicillin","733"
"313803","ascorbic acid","1151"
"313812","acyclovir","281"
"313820","acetaminophen","161"
"313829","alprostadil","598"
"313841","ascorbic acid","1151"
"313847","alitretinoin","81864"
"313850","amoxicillin","723"
"313852","adapalene","60223"
"313861","beta carotene","19143"
"313867","bentoquatam","134568"
"313884","calcium carbonate","1897"
"313888","cefaclor","2176"
"313892","choline","2449"
"313892","magnesium salicylate","52364"
"313896","vitamin B12","11248"
"313919","salmon calcitonin","36118"
"313920","cefazolin","2180"
"313921","calcipotriene","29365"
"313931","carbamazepine","2002"
"313932","calcitriol","1894"
"313941","ciclopirox","21090"
"313967","epinephrine","3992"
"313975","eflornithine","569"
"313979","fludrocortisone","4452"
"313988","furosemide","4603"
"313989","fluoxetine","4493"
"313990","fluoxetine","4493"
"313992","fentanyl","4337"
"313993","fentanyl","4337"
"313995","fluoxetine","4493"
"313996","gentamicin","1596450"
"313997","gentian violet","4778"
"314000","glyburide","4815"
"314006","glipizide","4821"
"314008","goserelin","50610"
"314034","haloperidol","5093"
"314035","haloperidol","5093"
"314040","isosorbide dinitrate","6058"
"314055","isosorbide dinitrate","6058"
"314072","latanoprost","43611"
"314075","loxapine","6475"
"314076","lisinopril","29046"
"314077","lisinopril","29046"
"314078","loxapine","6475"
"314080","levofloxacin","82122"
"314087","magnesium hydroxide","6581"
"314088","methscopolamine","89785"
"314092","mesalamine","52582"
"314097","luteinizing hormone","6383"
"314097","follicle stimulating hormone","227518"
"314099","methylprednisolone","6902"
"314106","metronidazole","6922"
"314108","minocycline","6980"
"314111","mirtazapine","15996"
"314113","magnesium oxide","6582"
"314119","nicotine","7407"
"314124","neomycin","7299"
"314124","polymyxin B","8536"
"314131","niacin","7393"
"314135","naratriptan","141366"
"314142","nateglinide","274332"
"314146","ethinyl estradiol","4124"
"314146","norgestrel","7518"
"314152","octreotide","7617"
"314153","orlistat","37925"
"314154","olanzapine","61381"
"314155","olanzapine","61381"
"314165","prednisolone","8638"
"314167","procarbazine","8702"
"314182","potassium chloride","8591"
"314184","paromomycin","7934"
"314188","povidone-iodine","8611"
"314192","prochlorperazine","8704"
"314200","pantoprazole","40790"
"314203","quinapril","35208"
"314208","ropinirole","72302"
"314209","rizatriptan","88014"
"314211","risperidone","35636"
"314214","rivastigmine","183379"
"314215","rivastigmine","183379"
"314216","simethicone","9796"
"314221","simethicone","9796"
"314227","sumatriptan","37418"
"314228","sildenafil","136411"
"314229","sildenafil","136411"
"314230","sirolimus","35302"
"314231","simvastatin","36567"
"314234","sucralfate","10156"
"314238","tropicamide","10869"
"314241","theophylline","10438"
"314249","tyrosine","10962"
"314266","tacrolimus","42316"
"314267","thyroid (USP)","10572"
"314268","tazarotene","83947"
"314271","isopropyl unoprostone","135313"
"314277","venlafaxine","39786"
"314285","zonisamide","39998"
"314286","ziprasidone","115698"
"314935","povidone-iodine","8611"
"315059","desoximetasone","3255"
"315090","erythromycin","4053"
"315096","ethinyl estradiol","4124"
"315096","ethynodiol","24591"
"315097","ethyl chloride","4141"
"315102","sodium fluoride","9873"
"315107","glipizide","4821"
"315134","levocarnitine","42955"
"315135","levocarnitine","42955"
"315140","menthol","6750"
"315183","potassium chloride","8591"
"315187","prednisone","8640"
"315199","sargramostim","69634"
"315213","sodium fluoride","9873"
"315217","stavudine","59763"
"315223","sumatriptan","37418"
"315234","thyroid (USP)","10572"
"315235","thyroid (USP)","10572"
"317080","coal tar","2635"
"317094","entacapone","60307"
"317106","hydroxocobalamin","5514"
"317110","isosorbide","6057"
"317127","minocycline","6980"
"317128","misoprostol","42331"
"317136","nortriptyline","7531"
"317146","povidone-iodine","8611"
"317150","ritonavir","85762"
"317152","salicylic acid","9525"
"317160","temozolomide","37776"
"317161","tetracaine","10391"
"317173","captopril","1998"
"317174","quetiapine","51272"
"317564","hydrocortisone","5492"
"317573","pioglitazone","33738"
"317769","theophylline","10438"
"317865","calcium carbonate","1897"
"318146","fructose","4570"
"318146","glucose","4850"
"318146","phosphoric acid","8259"
"318179","ergoloid mesylates, USP","4024"
"318202","erythromycin","4053"
"318240","testosterone","10379"
"318272","aspirin","1191"
"328160","cyclosporine","3008"
"328161","methylprednisolone","6902"
"328162","sodium fluoride","9873"
"328176","primidone","8691"
"333832","albendazole","430"
"343017","mineral oil","6972"
"343033","dexamethasone","3264"
"343040","dexamethasone","3264"
"346210","calcium carbonate","1897"
"346298","salicylic acid","9525"
"346494","somatropin","61148"
"346508","indomethacin","5781"
"346574","theophylline","10438"
"347021","nitrogen","7456"
"347023","carbon dioxide","2034"
"347024","carbon dioxide","2034"
"347043","Sarracenia purpurea preparation","349948"
"347046","nitrous oxide","7486"
"347047","carbon dioxide","2034"
"347047","oxygen","7806"
"347048","helium","5140"
"347048","oxygen","7806"
"347093","oxygen","7806"
"347106","nitrogen","7456"
"347107","nitrous oxide","7486"
"347123","nitrogen","7456"
"347123","oxygen","7806"
"347131","nitrogen","7456"
"347131","oxygen","7806"
"347151","thyroid (USP)","10572"
"347166","nitrous oxide","7486"
"347669","sodium fluoride","9873"
"347675","helium","5140"
"347697","helium","5140"
"347697","oxygen","7806"
"347835","carbon dioxide","2034"
"347835","oxygen","7806"
"347856","oxygen","7806"
"347967","carbon dioxide","2034"
"348017","oxygen","7806"
"348025","ascorbic acid","1151"
"348025","folic acid","4511"
"348025","niacinamide","7405"
"348025","pantothenic acid","7891"
"348025","riboflavin","9346"
"348025","thiamine","10454"
"348025","vitamin B12","11248"
"348025","D-biotin","314583"
"348025","pyridoxine","684879"
"348356","trichloroacetate","618564"
"348381","oxygen","7806"
"348472","theophylline","10438"
"348506","itraconazole","28031"
"348544","nitrogen","7456"
"348544","oxygen","7806"
"348546","nitrogen","7456"
"348546","oxygen","7806"
"348600","helium","5140"
"348600","oxygen","7806"
"348622","ascorbic acid","1151"
"348622","folic acid","4511"
"348622","vitamin B12","11248"
"348622","ferrous fumarate","24941"
"348624","nitrogen","7456"
"348689","ascorbic acid","1151"
"348689","folic acid","4511"
"348689","vitamin B12","11248"
"348689","ferrous fumarate","24941"
"348694","ascorbic acid","1151"
"348694","vitamin B12","11248"
"348694","ferrous fumarate","24941"
"348719","tobramycin","10627"
"348804","ethinyl estradiol","4124"
"348804","levonorgestrel","6373"
"348805","ethinyl estradiol","4124"
"348805","levonorgestrel","6373"
"348831","oxygen","7806"
"348869","doxycycline","3640"
"348906","estradiol","4083"
"348906","norgestimate","31994"
"348987","nitrogen","7456"
"349010","lamotrigine","28439"
"349094","budesonide","19831"
"349194","clonazepam","2598"
"349195","clonazepam","2598"
"349196","clonazepam","2598"
"349197","clonazepam","2598"
"349198","clonazepam","2598"
"349199","valsartan","69749"
"349200","valsartan","69749"
"349201","valsartan","69749"
"349208","sirolimus","35302"
"349251","tenofovir disoproxil","300195"
"349253","bosentan","75207"
"349273","darbepoetin alfa","283838"
"349274","darbepoetin alfa","283838"
"349275","darbepoetin alfa","283838"
"349276","darbepoetin alfa","283838"
"349287","fenofibrate","8703"
"349326","digoxin antibodies Fab fragments","203223"
"349332","escitalopram","321988"
"349351","desonide","3254"
"349352","urea","11002"
"349353","hydrochlorothiazide","5487"
"349353","valsartan","69749"
"349373","olmesartan","321064"
"349401","olmesartan","321064"
"349404","zinc oxide","11423"
"349405","olmesartan","321064"
"349407","treprostinil","343048"
"349408","treprostinil","343048"
"349409","treprostinil","343048"
"349410","treprostinil","343048"
"349420","desloratadine","275635"
"349434","voriconazole","121243"
"349435","voriconazole","121243"
"349462","frovatriptan","228783"
"349467","tegaserod","139778"
"349472","gefitinib","328134"
"349477","efavirenz","195085"
"349478","vardenafil","306674"
"349479","vardenafil","306674"
"349480","vardenafil","306674"
"349482","oxybate","2387302"
"349483","valsartan","69749"
"349490","aripiprazole","89013"
"349491","lamivudine","68244"
"349514","celecoxib","140587"
"349545","aripiprazole","89013"
"349547","aripiprazole","89013"
"349553","aripiprazole","89013"
"349556","ezetimibe","341248"
"349590","levalbuterol","237159"
"349591","atomoxetine","38400"
"349592","atomoxetine","38400"
"349593","atomoxetine","38400"
"349594","atomoxetine","38400"
"349595","atomoxetine","38400"
"351068","dienestrol","3368"
"351107","olanzapine","61381"
"351108","olanzapine","61381"
"351109","budesonide","19831"
"351114","zoledronic acid","77655"
"351121","minocycline","6980"
"351125","follitropin alfa","386938"
"351133","fenofibrate","8703"
"351134","zolmitriptan","135775"
"351136","albuterol","435"
"351137","albuterol","435"
"351151","ferrous gluconate","24942"
"351154","paricalcitol","73710"
"351155","urea","11002"
"351156","moxifloxacin","139462"
"351172","dutasteride","228790"
"351173","nitisinone","61805"
"351174","nitisinone","61805"
"351175","nitisinone","61805"
"351179","sodium chloride","9863"
"351209","voriconazole","121243"
"351223","ziprasidone","115698"
"351246","montelukast","88249"
"351247","darbepoetin alfa","283838"
"351249","escitalopram","321988"
"351250","escitalopram","321988"
"351254","metaxalone","59078"
"351256","eplerenone","298869"
"351257","eplerenone","298869"
"351260","lansoprazole","17128"
"351261","lansoprazole","17128"
"351264","buprenorphine","1819"
"351265","buprenorphine","1819"
"351266","buprenorphine","1819"
"351266","naloxone","7242"
"351267","buprenorphine","1819"
"351267","naloxone","7242"
"351270","peginterferon alfa-2a","120608"
"351276","oxandrolone","7779"
"351285","escitalopram","321988"
"351286","menthol","6750"
"351291","cyclosporine","3008"
"351292","hydrochlorothiazide","5487"
"351292","eprosartan","83515"
"351293","hydrochlorothiazide","5487"
"351293","eprosartan","83515"
"351297","insulin aspart, human","51428"
"351297","insulin aspart protamine, human","352385"
"351312","lactate","114202"
"351330","clindamycin","2582"
"351349","hydrocortisone","5492"
"351380","ciclopirox","21090"
"351381","isosorbide dinitrate","6058"
"351383","ciclopirox","21090"
"351398","fenoprofen","4331"
"351427","nicotine","7407"
"351429","nicotine","7407"
"351433","nicotine","7407"
"351486","thyroid (USP)","10572"
"351487","thyroid (USP)","10572"
"351603","simethicone","9796"
"351706","iodoquinol","3435"
"351706","hydrocortisone","5492"
"351750","podofilox","8463"
"351761","valsartan","69749"
"351762","valsartan","69749"
"351855","loratadine","28889"
"351859","insulin, regular, human","253182"
"351875","scopolamine","9601"
"351894","betamethasone","1514"
"351901","sirolimus","35302"
"351906","benzonatate","18993"
"351914","verteporfin","118886"
"351926","insulin aspart, human","51428"
"351973","gabapentin","25480"
"351974","minocycline","6980"
"351988","doxycycline","3640"
"351989","sirolimus","35302"
"351992","oxcarbazepine","32624"
"351993","follitropin alfa","386938"
"352001","valsartan","69749"
"352007","ribavirin","9344"
"352044","darbepoetin alfa","283838"
"352045","darbepoetin alfa","283838"
"352046","darbepoetin alfa","283838"
"352047","darbepoetin alfa","283838"
"352050","tenofovir disoproxil","300195"
"352051","albuterol","435"
"352058","frovatriptan","228783"
"352066","bosentan","75207"
"352076","paricalcitol","73710"
"352083","methoxsalen","6854"
"352085","pimecrolimus","321952"
"352086","desloratadine","275635"
"352091","simethicone","9796"
"352118","dutasteride","228790"
"352119","nitisinone","61805"
"352120","nitisinone","61805"
"352121","nitisinone","61805"
"352125","pantoprazole","40790"
"352131","hyaluronate","62372"
"352132","levalbuterol","237159"
"352143","efavirenz","195085"
"352172","doxycycline","3640"
"352174","iron carbonyl","262150"
"352178","methylcellulose","6873"
"352188","tegaserod","139778"
"352199","olmesartan","321064"
"352200","olmesartan","321064"
"352201","olmesartan","321064"
"352210","mesna","44"
"352211","treprostinil","343048"
"352212","treprostinil","343048"
"352213","treprostinil","343048"
"352214","treprostinil","343048"
"352218","voriconazole","121243"
"352219","voriconazole","121243"
"352220","voriconazole","121243"
"352228","ziprasidone","115698"
"352230","lamivudine","68244"
"352257","oxybate","2387302"
"352262","darbepoetin alfa","283838"
"352272","escitalopram","321988"
"352273","escitalopram","321988"
"352274","valsartan","69749"
"352277","metaxalone","59078"
"352297","peginterferon alfa-2a","120608"
"352304","ezetimibe","341248"
"352307","aripiprazole","89013"
"352308","aripiprazole","89013"
"352309","aripiprazole","89013"
"352310","aripiprazole","89013"
"352314","celecoxib","140587"
"352317","atomoxetine","38400"
"352318","atomoxetine","38400"
"352319","atomoxetine","38400"
"352320","atomoxetine","38400"
"352321","atomoxetine","38400"
"352336","hydrochlorothiazide","5487"
"352336","eprosartan","83515"
"352340","urea","11002"
"352349","sodium fluoride","9873"
"353538","isosorbide","6057"
"358371","clotrimazole","2623"
"358917","benzoyl peroxide","1418"
"358917","clindamycin","2582"
"358975","hydrogen peroxide","5499"
"359050","tretinoin","10753"
"359144","albuterol","435"
"359145","albuterol","435"
"359216","apple cider vinegar","360262"
"359217","apple cider vinegar","360262"
"359221","acetaminophen","161"
"359221","aspirin","1191"
"359221","caffeine","1886"
"359221","salicylamide","9518"
"359228","azathioprine","1256"
"359229","azathioprine","1256"
"359261","benzocaine","1399"
"359261","triclosan","10795"
"359281","brompheniramine","1767"
"359296","calcium acetate","214342"
"359297","calcium carbonate","1897"
"359321","capsaicin","1992"
"359329","guaifenesin","5032"
"359329","carbetapentane","20217"
"359383","ciprofloxacin","2551"
"359385","clarithromycin","21212"
"359396","ubidecarenone","21406"
"359450","dimethicone","324072"
"359493","eletriptan","231049"
"359494","eletriptan","231049"
"359500","etodolac","24605"
"359541","folic acid","4511"
"359541","vitamin B12","11248"
"359541","vitamin B6","42954"
"359542","folic acid","4511"
"359542","vitamin B12","11248"
"359542","vitamin B6","42954"
"359570","glucosamine","4845"
"359570","methylsulfonylmethane","23247"
"359572","glucosamine","4845"
"359595","glycerin","4910"
"359595","polysorbate 80","8560"
"359601","guaifenesin","5032"
"359634","hypromellose","27334"
"359697","ketoprofen","6142"
"359705","lecithin","8214"
"359731","lovastatin","6472"
"359732","lovastatin","6472"
"359734","lutein","11359"
"359734","zeaxanthin","39918"
"359739","magnesium aspartate","142131"
"359751","menthol","6750"
"359779","methylsulfonylmethane","23247"
"359817","nicotine","7407"
"359818","nicotine","7407"
"359822","nitazoxanide","31819"
"359962","polyethylene glycols","8516"
"359962","polyvinyl alcohol","8570"
"359969","polyvinyl alcohol","8570"
"359969","povidone","8610"
"360034","propylene glycol","34693"
"360079","piperonyl butoxide","8345"
"360079","pyrethrins","8991"
"360094","riboflavin","9346"
"360110","sirolimus","35302"
"360176","thalidomide","10432"
"360177","thalidomide","10432"
"360344","nisoldipine","7435"
"360347","benzocaine","1399"
"360348","benzocaine","1399"
"360349","benzocaine","1399"
"360422","calcium carbonate","1897"
"360422","cholecalciferol","2418"
"360507","fluvastatin","41127"
"381056","isosorbide dinitrate","6058"
"386989","calcium carbonate","1897"
"386989","cholecalciferol","2418"
"387003","levetiracetam","114477"
"387013","nebivolol","31555"
"387090","aspirin","1191"
"388052","ganciclovir","4678"
"388311","carbamazepine","2002"
"388517","calcitriol","1894"
"388525","betamethasone","1514"
"388525","calcipotriene","29365"
"388911","follitropin beta","25357"
"389122","benzoyl peroxide","1418"
"389201","quetiapine","51272"
"389221","etonogestrel","14584"
"389230","tamoxifen","10324"
"389242","deferiprone","11645"
"391937","lactulose","6218"
"392038","sodium fluoride","9873"
"392046","sodium fluoride","9873"
"392069","sodium fluoride","9873"
"392662","ethinyl estradiol","4124"
"392662","norethindrone","7514"
"393245","digoxin","3407"
"401938","miglustat","402316"
"401953","risperidone","35636"
"401954","risperidone","35636"
"401965","ramipril","35296"
"401968","ramipril","35296"
"401978","sumatriptan","37418"
"401981","enfuvirtide","139896"
